Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
SWS;1;30;8;2023-07-11;11676447.0;343007.0;0;Regensburg;93059;vertrieb@sws.de;
ZEHNBAUER-IT;1;30;8;2026-06-23;8229771.0;266678.0;0;Mannheim;68309;info@zehnbauer-it.de;http://www.zehnbauer-it.de
GARTNER;1;30;8;2025-12-17;7140625.0;636624.0;0;München;81829;Basak.Akbayir@gartner.com;www.gartner.de
OFFICEXPRESS;1;30;8;2026-06-16;6474320.0;384507.0;0;Kamp-Lintfort;47475;andreas.wilms@officexpress.de;http://www.officexpress.de
GK Nachrichtentechnik GmbH;1;30;6;2025-12-08;699831.0;93843.0;0;Haarbach;D-94542;brandl@gk-datentechnik.de;
PIN GmbH;1;29;8;2026-05-19;43532721.0;1103344.0;0;Berlin;10559;ausschreibungen@pin-ag.de;http://www.pin-ag.de
DRUCKERFACHMANN;1;29;10;2026-06-16;27644219.0;1208145.0;1;Berlin;12524;kundenservicekundenservice@druckerfachmann.de;https://www.druckerfachmann.de
operational services GmbH & Co. KG;1;29;9;2026-04-23;22488451.0;3500000.0;1;Frankfurt am Main;60549;gisbert.edelmann@o-s.de;http://www.o-s.de
PDV;3;29;10;2026-04-29;7487121.0;295008.0;0;Erfurt;99097;info@pdv.de;https://www.pdv.de/
DCON;2;29;7;2025-12-02;2640000.0;2640000.0;0;Kaiserslautern;67657;presales@dcon.de;www.dcon.de
URANO;2;28;9;2026-03-11;277380584.0;2128896.0;0;Bad Kreuznach;55543;ausschreibung@urano.de;
McWERK GmbH;3;28;5;2025-12-08;15885457.0;325842.0;0;Wien;1040;michael.doeltl@acp.at;
IETHOLT;2;28;8;2025-10-21;11904851.0;515452.0;0;Velen;46342;c.schlattmann@wietholt.de;http://wietholt.de
VALANTIC;10;28;9;2026-04-08;3178467.0;398446.0;0;Tägerwilen;8274;info@valantic.com;https://www.valantic.com/de/sap-services/
Tusk GmbH;1;27;7;2026-04-09;39861886.0;2056300.0;0;Backnang;71522;simon.schreiber@telent.de;https://www.telent.de/de/
KST-MOSCHKAU;2;27;7;2026-03-17;9911454.0;346973.0;0;Düren-Stockheim;52372;markus.schneidersmann@kst-moschkau.de;
IFMB-INSTITUT;2;27;2;2022-07-01;8292352.0;219972.0;3;Tutzing;82327;ausschreibung@ifmb-institut.de;
KIEBACK-PETER;2;27;11;2026-04-07;6018072.0;164249.0;0;Rostock;18107;e-vergabe@kieback-peter.de;
RECARESOLUTIONS;4;27;5;2025-12-30;2637840.0;224799.0;0;Berlin;10557;bid.management@recaresolutions.com;http://recaresolutions.com
SETCOR;1;26;1;2025-02-03;3808000000.0;55000000.0;0;Jastrebarsko;10450 Jastrebarsko;info@setcor.com;https://www.setcor.com
CITIPOST-OWL;2;26;9;2026-01-20;179237059.0;805936.0;0;Bielefeld;33689;ausschreibungen@citipost-owl.de;https://citipost-owl.de/
CITIPOST;1;26;11;2026-05-18;161320893.0;5153409.0;0;Hannover;30179;b.pickert@citipost.de;http://www.citipost.de
ISFORT;1;26;6;2025-12-12;62176738.0;3813535.0;0;Münster;48161;olaf.isfort@isfort.ms;http://www.isfort.ms
BELLGARDT;3;26;6;2024-08-02;14206498.0;389780.0;0;Meckenbeuren;88074;v.ford@bellgardt.de;
STREIT;2;26;10;2026-01-23;7685398.0;349437.0;0;Gengenbach;77723;Ausschreibungen@streit.de;https://www.streit.de/
INFODAS;5;26;10;2026-06-08;4539757.0;834800.0;3;Köln;50765;vertrieb@infodas.de;
MICROFOCUS;7;26;10;2026-06-23;2961264.0;1289825.0;0;Mannheim;68161;michael.pawlak@microfocus.com;
AOK Systems GmbH;1;26;6;2026-04-20;1428912.0;580800.0;0;Bonn;53177;;
SAMEDI;1;26;8;2026-04-16;842636.0;215001.0;0;Berlin;10247;ausschreibung@samedi.de;www.samedi.com
Vision Consulting GmbH & Co.KG;1;25;10;2026-04-13;80769955.0;788480.0;0;Berlin;10117;vertrieb@vc-g.de;
GlasfaserPlus GmbH;9;25;2;2026-05-28;62128632.0;2006535.0;0;Köln;51063;markus.sand@telekom.de;https://www.regierung.oberbayern.bayern.de/ueber_uns/zentralezustaendigkeiten/vergabekammer-suedbayern/index.html
BECHTLE-COMSOFT;1;25;9;2026-05-26;52771329.0;477680.0;0;Neckarsulm;74172;ausschreibungen@bechtle-comsoft.de;http://www.https://www.bechtle.com
NTTCABLE;6;25;8;2025-07-18;46160709.0;183617.0;0;Idstein;65510;tender@nttcable.com;http://www.nttcable.com
ITS-TECHNIDATA;1;25;8;2026-03-30;24596877.0;300000.0;0;Markdorf;88677;vertrieb@its-technidata.de;
SINUS-NT;1;25;9;2026-05-04;22763689.0;824781.0;0;Barsbüttel;22885;ausschreibungen@sinus-nt.de;http://www.sinus-nt.de
Dräger Medical Deutschland GmbH;1;25;8;2026-06-08;15011479.0;582958.0;1;Lübeck;23558;ausschreibungen@draeger.com;http://www.draeger.com
LUMINO;3;25;10;2026-02-10;8285541.0;694926.0;0;Krefeld;47807;mfullert@lumino.de;http://www.lumino.de
PRIMELINE;1;25;5;2025-12-15;5595760.0;220385.0;0;Bad Oeynhausen;32549;vertrieb@primeline.org;
AVENCY;1;25;9;2026-06-10;4830996.0;258595.0;0;Ostbevern;48346;nihat.erk@avency.de;https://www.avency.de/
SCOPELAND;1;25;10;2026-06-03;2801189.0;357000.0;0;Berlin;13469;sales@shodan.de;https://www.scopeland.de/
MACH;1;24;11;2026-03-20;35329077.0;436306.0;0;Lübeck;23558;MAILBOX@MACH.DE;
ICM GmbH;1;24;10;2026-05-12;27355213.0;675754.0;0;Hamburg;22419;vertrieb@mcs.de;
IABG;3;24;10;2026-05-21;23255348.0;2687976.0;0;Ottobrunn;85521;info@iabg.de;
ECOMPANY;1;24;9;2025-12-11;20887380.0;274772.0;0;Berlin;14052;ausschreibungen@ecompany.ag;http://www.ecompany.ag
ULTRA;7;24;9;2026-01-23;17795190.0;1710552.0;1;Solingen;42699;info@ultra.de;
KRAMERUNDCREW;1;24;8;2026-06-23;9191355.0;416750.0;0;Köln;50933;vgerecke@kramerundcrew.de;http://kramerundcrew.de
HERZUM;5;24;5;2026-06-02;6089990.0;475494.0;0;Rende (CS);87036;sales.italy@herzum.com;http://italia.herzum.com
iMDsoft GmbH;1;24;6;2025-02-10;4067500.0;714861.0;1;Düsseldorf;40549;sales-de@imd-soft.com;https://www.imd-softde.de/
ISEC7;1;24;9;2025-12-11;3162676.0;295906.0;0;Hamburg;21079;sales@isec7.com;http://isec7.com
SDEV;1;24;3;2023-06-11;680800.0;340400.0;0;Niederkassel;53859;mbuecher@sdev.de;
Ernst & Young GmbH;1;23;7;2025-05-06;1848353718.0;60000000.0;0;Stuttgart;70629;pursuits.gps@de.ey.com;
HISOLUTIONS;1;23;8;2026-06-22;328046400.0;22200000.0;9;Berlin;12163;ausschreibungen@hisolutions.com;http://www.hisolutions.com
ITISO;1;23;9;2026-03-24;33025131.0;692288.0;0;Hamburg;22335;administration@itiso.de;
AVODAQ;1;23;9;2026-05-18;30536880.0;840000.0;0;Hamburg;20097;Dummy-eMail-eVergabe@fb.hamburg.de;http://avodaq.com
MAERZ-NETWORK;2;23;9;2025-04-02;25701268.0;503049.0;0;Berlin;13053;info@maerz-network.de;https://www.maerz-network.de/
TRADEX;2;23;6;2023-10-10;11674473.0;419580.0;0;Tallinn;EE-10145;biuro@tradex.pl;
TELEFONICA;2;23;7;2026-01-16;10491346.0;323100.0;0;München;80992;impressum@cc.o2online.de;http://www.telefonica.de
LOGICALIS;1;23;9;2025-08-01;9769831.0;585000.0;0;Neu Isenburg;63263;marion.droessler@logicalis.de;
AGELERO;1;23;4;2023-10-19;8742616.0;244897.0;0;Erding;85435;edu@agelero.de;
HELDELE;1;23;9;2025-02-25;8074100.0;387515.0;0;Salach;73084;evergabe@heldele.de;
RIBBEX;6;23;9;2026-06-16;6498547.0;532000.0;0;Wesseling;50389;ausschreibung@ribbex.de;http://www.ribbex.de
ShelterRock Investments GmbH;1;23;8;2025-04-10;5688265.0;2324415.0;6;Mannheim;68163;alexander.arndt@etengo.de;https://www.etengo.de/
Unify Communications and Collaboration GmbH & Co. KG;1;23;10;2026-01-09;5242592.0;425518.0;0;Stuttgart;70499;ANDREAS.FUNK@ATOS.NET;https://unify.com/de/
KISTERS;3;23;8;2025-12-05;3576135.0;293874.0;0;Aachen;52076;tender@kisters.de;https://www.kisters.eu/de/
EY Consulting GmbH;6;23;3;2026-06-02;1512281.0;1512281.0;2;Eschborn;65760;marc.schuetz@de.ey.com;http://www.ey.com
IMTB;1;22;7;2025-04-28;446667415.0;40000000.0;3;Berlin;10117;info@imtb.de;http://imtb.de
ANTALIS;1;22;10;2026-05-18;53881907.0;4120000.0;0;Frechen;50226;arno.viertel@antalis.com;https://www.antalis.de
Research Industrial Systems Engineering (RISE) Forschungs-, Entwicklungs- und Großprojektberatung GmbH;5;22;7;2026-05-27;49928235.0;221000.0;0;Schwechat;2320;welcome@rise-world.com;https://www.rise-world.com/de/
NORDBRIEF-OSTSEE;1;22;10;2025-09-15;26783674.0;317241.0;0;Lübeck;23556;ausschreibungen@nordbrief-ostsee.de;http://www.nordbrief-ostsee.de
RIB-SOFTWARE;1;22;9;2026-04-22;24814094.0;915228.0;0;Berlin;10365;andrea.mebert@rib-software.com;www.rib-software.com
XEVIT;1;22;8;2023-05-10;21764119.0;338179.0;0;Ettlingen;76275;patrick.mangler@xevit.com;
COMPU-HOUSE;1;22;6;2024-05-13;17198818.0;265500.0;0;Weismain;96260;info@compu-house.de;
DISY;1;22;10;2026-04-28;16824164.0;801800.0;0;Karlsruhe;76131;ausschreibungsdienste@disy.net;www.disy.net
HxGN Safety & Infrastructure GmbH;1;22;7;2025-05-26;9305467.0;411752.0;0;Ismaning;85737;ausschreibungen.de.si@hexagon.com;
MEDDV;1;22;9;2026-03-31;9012845.0;425485.0;0;Fernwald;35463;tender@meddv.de;www.meddv.de
TIMETOACT-GROUP;2;22;6;2025-12-14;2503765.0;471428.0;0;Köln;50670;customer-care@timetoact-group.com;http://www.timetoact-group.com
RODA-COMPUTER;1;22;10;2026-01-13;1981100.0;990550.0;0;Lichtenau;77839;adam.s@roda-computer.com;
PricewaterhouseCoopers AG WPG;1;22;8;2025-04-24;215000.0;215000.0;1;Berlin;10117;DE_Kontakt@pwc.com;
EITCO;3;21;9;2025-11-03;105797982.0;1307338.0;0;Berlin;10785;vergabeportal@eitco.de;https://www.eitco.de
ECS Enterprise Communications & Services GmbH;3;21;6;2025-03-17;105153081.0;162000.0;0;Leipzig;04159;vergabe@ecs-deutschland.de;
IMBUS;3;21;9;2026-03-25;72959034.0;3649818.0;3;Möhrendorf;91096;rl_sales@imbus.de;http://www.imbus.de
SEITENBAU;1;21;8;2026-02-04;65194163.0;824250.0;0;Konstanz;78467;ausschreibungen@seitenbau.com;www.seitenbau.com
BABIEL;2;21;10;2026-01-19;41794103.0;573481.0;1;Düsseldorf;40233;ausschreibungen@babiel.com;https://www.babiel.com/
OPITZ-CONSULTING;2;21;10;2026-01-02;20008535.0;1872000.0;1;Gummersbach;51647;waltraud.gier@opitz-consulting.com;
Geiger GmbH & Co. KG;2;21;10;2025-08-18;15037156.0;372466.0;0;Aalen;73434;geiger_info@igepagroup.com;
MAINPOSTLOGISTIK;2;21;10;2026-04-28;12904517.0;627659.0;0;Würzburg;97084;ausschreibung@mainpostlogistik.de;
FRAUNHOFER;11;21;8;2025-12-22;10287452.0;507669.0;0;Karlsruhe;76131;projektverwaltung@iosb.fraunhofer.de;http://iese.fraunhofer.de
ERHARDTFISCHER;4;21;9;2026-03-02;7718690.0;234554.0;0;Karlsruhe;76135;projekt@erhardtfischer.de;
HEINEKINGMEDIA;1;21;8;2026-03-06;6062020.0;484578.0;1;Hannover;30161;tenderdesk@heinekingmedia.de;
TELEKOM-HEALTHCARE;3;21;5;2025-12-29;5794329.0;242567.0;1;Köln;50676;tender.dtcs@telekom-healthcare.com;https://www.telekom-healthcare.com/
MEDIAMARKT;6;21;6;2026-04-13;4931562.0;239019.0;0;Berlin-Spandau;13597;franz@mediamarkt.de;https://www.mediamarkt.de
SIGEL;1;21;10;2026-05-19;1632506.0;266211.0;0;Mertingen;86690;martin.kunz@sigel.de;https://www.sigel-office.com/
OFFICE-PARTNER;1;21;5;2026-06-15;354027.0;172800.0;0;Gescher;48712;ausschreibungen@office-partner.de;http://www.office-partner.de
Werner Bull e.K.;1;20;9;2025-12-02;187498842.0;5937280.0;0;Köln;51149;thomas.knebel@eviden.com;http://de.atos.net/bull
PASS-CONSULTING;3;20;8;2025-12-21;150867513.0;2180800.0;2;Aschaffenburg;63741;RESPOVVVV@rentenbank.de;https://www.pass-consulting.com/pass-system-management-ag/
EXXETA;1;20;7;2026-04-01;150666594.0;4652000.0;4;Karlsruhe;76137;info@exxeta.com;http://www.exxeta.com
INNOBIS;1;20;10;2026-03-25;71486000.0;2000000.0;9;Norderstedt;22848;info@innobis.de;https://www.innobis.de/
SAVECO;1;20;8;2025-12-02;24169901.0;1098000.0;0;Niederwürschnitz;09399;carolin.haug@saveco.de;http://www.saveco.de
HACON;2;20;8;2025-05-26;20882692.0;321000.0;0;Hannover;30163;info@hacon.de;https://www.hacon.de/
V-BC;1;20;4;2023-04-11;11573702.0;249322.0;0;Reinsdorf;08141;ausschreibungen@v-bc.de;
SCALTEL;1;20;10;2026-05-18;9076494.0;476966.0;0;Waltenhofen;87448;info@scaltel.de;https://www.scaltel.de/
WINDHOFF SOFTWARE SERVICES GmbH;1;20;8;2025-08-14;8905500.0;450000.0;0;Gescher;48712;j.weihmann@windhoff-group.de;https://windhoff-group.de/
MEDIATEC;3;20;10;2026-02-03;6371473.0;285103.0;0;Köln;50828;n.mau@mediatec.de;http://www.mediatec.de
SAVECOM;1;20;7;2025-09-15;6343371.0;222000.0;1;Korschenbroich;41352;r.gladitz@savecom.de;https://www.savecom.de/
RESSOURCENMANGEL;2;20;11;2026-04-13;6044524.0;504201.0;0;Berlin;10997;newbusiness@ressourcenmangel.de;http://www.ressourcenmangel.de
3PC;4;20;7;2026-05-21;5939545.0;264940.0;1;Berlin;10969;vergabe@3pc.de;http://3pc.de
LOYHUTZ;1;20;8;2026-06-15;5620223.0;359941.0;0;Freiburg;79110;zentrale@loyhutz.de;https://www.loyhutz.de/
MENTZ;1;20;9;2026-03-18;3403994.0;277734.0;0;München;81675;info@mentz.net;https://www.mentz.net
FRIENDSMOBILE;1;20;5;2026-06-19;21601.0;21601.0;0;Hürth;50354;info@friendsmobile.de;
CASSINI;1;19;9;2026-01-16;685428001.0;46500000.0;2;Düsseldorf;40474;PMO-RVSE9@IT4Transformation.de;http://www.cassini.de
Bureau van Dijk Electronic Publishing GmbH;1;19;8;2026-04-30;263495798.0;1250000.0;0;Frankfurt am Main;60314;Katharina.Saric@moodys.com;http://moodys.com
LIEBERGESELL;4;19;8;2026-05-18;115810200.0;2862585.0;0;Osnabrueck;49084;info@liebergesell.com;https://www.liebergesell.com/
EVOILA;3;19;7;2026-05-12;102540032.0;519384.0;1;Mainz;55129;bidbox@de.evoila.com;https://www.evoila.de/de/
NETKOM;1;19;9;2026-06-09;86357346.0;5632363.0;0;Erfurt;99087;info@netkom.de;https://www.netkom.de/Privatkunden
EXTREMENETWORKS;1;19;4;2025-04-23;81220750.0;40610375.0;0;Berlin;13509;alivert@extremenetworks.com;
PIN Mail GmbH;1;19;6;2022-12-29;40865900.0;709419.0;0;Eisenhüttenstadt;15890;frank.reymund@pin-woltersdorf.de;
IBSOLUTION;1;19;9;2025-09-30;20954475.0;2205000.0;2;Heilbronn;74076;info@ibsolution.com;http://www.ibsolution.de
NAGARRO;3;19;7;2026-04-28;17491005.0;647741.0;1;Kronberg im Taunus;61476;info@nagarro.com;https://www.nagarro.com/de/
CADENCE;1;19;7;2024-12-17;13300419.0;1017846.0;0;Feldkirchen;85622;falbert@cadence.com;
FISCHER;1;19;8;2026-04-06;9241538.0;293996.0;0;Grasbrunn;85630;info@fischer.biz;
DTS;2;19;9;2025-06-30;9200591.0;390186.0;0;Herford;32051;ausschreibungen@dts.de;http://www.dts.de
REITZNER;1;19;7;2025-12-22;7308249.0;215271.0;0;Dillingen;89407;vertriebsunterstuetzung@reitzner.de;
PROVIDEO;6;19;10;2026-03-23;7261130.0;372542.0;0;Berlin;13509;info@provideo.eu;https://provideo.eu/
AURA-IT;1;19;8;2026-06-25;4458480.0;329565.0;0;Rostock;18059;info@aura-it.de;
COMMUNARDO;1;19;8;2026-06-18;3978046.0;825040.0;0;Dresden;01129;info@communardo.de;https://www.communardo.de
EINRICH;3;19;8;2026-03-02;3813906.0;345750.0;5;Fulda;36043;a.wehner@weinrich.de;
Administration Intelligence AG;1;19;11;2026-06-09;3780631.0;325000.0;2;Würzburg;97082;info@ai-ag.de;https://ai-ag.de/
BridgingIT GmbH;1;19;7;2026-06-12;3460800.0;3460800.0;2;Mannheim;68161;detlef.schumann@bridging-it.de;http://bridging-it.de
ATOSS;1;19;9;2026-04-07;2715832.0;345000.0;0;München;81671;internet@atoss.com;https://www.atoss.com/de
FOURENERGY;1;19;5;2026-03-13;1346242.0;1346242.0;3;Schönefeld;12529;ausschreibungen@fourenergy.de;http://www.fourenergy.de
DH Healthcare GmbH;2;19;4;2025-03-10;755262.0;755262.0;0;Bonn;53227;healthcare.de@dedalus.com;https://www.dedalus.com/dach/de/
PUBLICPLAN;1;18;9;2026-02-18;830106399.0;11000000.0;1;Düsseldorf;40476;no@emailaddress.given;http://www.publicplan.de
THECLOUD;1;18;6;2024-12-18;773401047.0;2003428.0;0;München;81677;rfp@thecloud.eu;http://www.thecloud.eu
DEUTSCHE-GLASFASER;2;18;8;2025-04-15;629745449.0;30684907.0;0;Borken;46325;state-aid@deutsche-glasfaser.de;https://www.deutsche-glasfaser.de
Deutschlandradio;1;18;7;2025-08-15;102329726.0;498353.0;0;Kiel;24103;info@i-rz.de;
TIGERSOFT;1;18;5;2025-12-05;47024191.0;270541.0;0;Wolfenbüttel;38304;systemhaus@tigersoft.de;
Bundesdruckerei GmbH;1;18;9;2026-04-17;40299971.0;1170000.0;0;Berlin;10969;KAM-bid@bdr.de;http://www.bundesdruckerei.de
XIMA;1;18;10;2026-04-24;28101442.0;661400.0;3;Dresden;01099;vertrieb@xima.de;http://www.xima.de
TUV;6;18;7;2026-06-22;26406428.0;812500.0;0;Köln;51105;Ausschreibungen-trc-ncp@de.tuv.com;
LVZ;5;18;9;2025-08-11;16124561.0;3032988.0;0;Leipzig;04159;jana.boehm@lvz.de;https://www.lvz-post.de
ISO Software Systeme GmbH;1;18;9;2026-03-31;15434334.0;554157.0;1;Nürnberg;90491;iss.tenders.admin@iso-gruppe.com;
DMI;1;18;10;2026-04-10;11860372.0;1144000.0;1;Münster;48161;ausschreibungen@dmi.de;https://www.dmi.de/
NORCOM;1;18;7;2025-03-04;11153481.0;5125824.0;1;München;80333;info@norcom.de;https://www.norcom.de/
BENSEGGER;1;18;7;2024-08-21;8225723.0;442238.0;0;Rosenheim;83022;dithmar@bensegger.de;
FERCHAU;4;18;7;2025-04-24;5861657.0;5861657.0;2;Gummersbach;51643;info@ferchau.com;
FESTO;1;18;7;2025-04-17;5451182.0;265042.0;0;Denkendorf;73770;did@de.festo.com;http://www.festo-didactic.de
BISSINGER;1;18;7;2024-12-09;4943896.0;288353.0;1;Gundelfingen;89423;MPS-Vertrieb@bissinger.de;
Gesellschft für digitale Bildung mbH;2;18;8;2026-05-11;3434245.0;470564.0;0;Mainz;55129;ausschreibungen@convergetp.de;https://convergetp.de/impressum/
DETECON;2;18;7;2025-06-03;3226411.0;524480.0;2;Köln;50678;beispiel@beispiel.de;
ISAX;1;18;6;2025-11-14;1866590.0;423000.0;5;Dresden;01129;bidmanagement@isax.com;https://www.isax.com/
SIEMENS-HEALTHINEERS;2;18;7;2026-03-24;1261730.0;215001.0;0;Erlangen;91052;ausschreibungen.team@siemens-healthineers.com;www.siemens-healthineers.com
SAS;1;18;8;2025-12-01;;;0;Heidelberg;69118;licensing@sas.com;
PROACT;2;17;7;2025-06-17;1157637058.0;356000.0;0;Nürnberg;90449;info@proact.de;https://www.proact.se
alsterarbeit gemeinnützige GmbH;1;17;9;2026-06-12;94357013.0;1036135.0;0;Hamburg;22337;info@alsterarbeit.de;http://www.alsterarbeit.de
E. Michaelis & Co. (GmbH & Co.) KG Niederlassung Hamburg;1;17;10;2026-06-16;68599031.0;1557156.0;3;Reinbek;21465;alamp@igepagroup.com;http://www.igepagroup.de
DHL;2;17;9;2025-11-25;59714814.0;3337085.0;8;Bonn;53113;e-vergabe.ausschreibungen@deutschepost.de;https://www.dhl.de/de/geschaeftskunden/paket.html
Bürofachhandel & Datentechnik GmbH;2;17;6;2025-09-24;36674121.0;1159664.0;0;Erfurt;99091;karl.riethmueller@bdt-erfurt.de;
GRUNDIG-GBS;1;17;8;2025-09-10;16739225.0;424701.0;1;Bayreuth;95448;carsten.ring@grundig-gbs.com;https://www.grundig-gbs.com
TECSERVICE;2;17;8;2026-02-10;13062623.0;955233.0;0;Leipzig;04319;vertrieb@tecservice.de;http://www.tecservice.de
ACCSO;3;17;7;2025-08-12;12804135.0;261860.0;1;Darmstadt;64295;anfragen@accso.de;
WPS - Workplace Solutions GmbH;1;17;8;2025-06-20;11816556.0;400000.0;1;Hamburg;22301;info@wps.de;
ESG;3;17;9;2026-04-28;9711745.0;2966512.0;0;Fürstenfeldbruck;82256;michael.volk@hensoldt.net;
GDV;1;17;8;2025-06-04;6149709.0;229468.0;0;Ingelheim;55218;info@gdv.com;
Bechtle GmbH IT-Systemhaus Hamburg;1;17;6;2025-04-24;5308247.0;264980.0;0;Hamburg;20359;hamburg@bechtle.com;
K+B E-Tech GmbH & Co. KG;1;17;5;2026-06-09;5155850.0;274550.0;0;Cham;93413;info@k-b.de;
BITS-LINK;2;17;5;2025-10-13;5085885.0;307464.0;0;Sulzberg;87477;aust@bits-link.de;
SAFETEC;3;17;7;2025-12-16;5071372.0;363319.0;0;Stuttgart;70372;info@safetec.de;http://www.safetec.de
MSH-PRINT;1;17;6;2022-05-28;4829049.0;337096.0;1;Ried;86510;mbautze@msh-print.de;
mrg computer;2;17;7;2025-12-18;3956508.0;202342.0;0;Werder;14542;info@lapstars.de;https://lapstars.de
LIEBL;2;17;9;2025-12-23;3913926.0;231546.0;0;Regensburg;93053;mhingerl@liebl.de;http://www.papier-liebl.de
MH-SERVICE;1;17;8;2025-11-07;3331364.0;404420.0;0;Kandel;76870;info@mh-service.de;http://mh-service.de
KAENGURUH-PAPER;8;17;9;2025-08-18;2997534.0;305602.0;0;Kassel;34123;sonja.schellmann@kaenguruh-paper.de;
GOVERNIKUS;1;17;8;2026-02-27;2565950.0;500000.0;1;Bremen;28359;vergabe@governikus.com;http://governikus.de
NATUVION;1;17;8;2026-05-27;1707400.0;468600.0;2;Walldorf;69190;info@natuvion.com;http://www.natuvion.com
CYPROTECT;1;17;7;2026-05-12;902550.0;175840.0;1;München;81829;f.neumann@cyprotect.com;
Public Cloud Group GmbH;3;16;3;2026-02-09;3465000000.0;56000000.0;0;Ulm;89081;info@g.pcg.io;https://www.g.pcg.io
EntServ Deutschland GmbH;1;16;8;2026-05-12;82883471.0;812500.0;0;Böblingen;71034;vergabe@dxc.com;
PANDACOMDIREKT;1;16;7;2025-12-22;74833196.0;210561.0;0;Dreieich;63303;bieterportal-alt@deutschebahn.com;https://www.pandacomdirekt.de/
MINHOFF;1;16;8;2025-01-27;42666716.0;376400.0;0;Berlin;12207;adamowicz@minhoff.de;
VERTIGIS;4;16;5;2026-03-30;35762093.0;880154.0;0;Bonn;53177;info-de@vertigis.com;https://www.vertigis.com
SOHNIX;1;16;7;2025-02-18;25678374.0;759696.0;0;Lambrechtshagen;18069;vid@sohnix.ag;
Business Voice GmbH;1;16;5;2022-06-14;21411155.0;221000.0;0;Ulm;89079;;
GAF;1;16;9;2026-04-09;21332031.0;683461.0;0;München;80634;acqinfo-eu@gaf.de;https://www.gaf.de
BIZFACTORY;1;16;7;2025-07-14;15306675.0;665360.0;1;München;80335;hallo@bizfactory.tech;
Office Mix GmbH;1;16;7;2025-12-23;14721027.0;215000.0;0;Mannheim;68199;angebote@officemix.de;http://officemix.de
ABS-TEAM;1;16;10;2026-02-26;13476275.0;1568425.0;3;Bovenden;37120;ausschreibungen@abs-team.de;https://www.abs-team.de
BOSCH;5;16;9;2026-04-28;10736193.0;442205.0;0;Hamburg;20097;Info.Service@bosch.com;www.bosch.de
ERSTLING;4;16;4;2025-09-29;10269904.0;273466.0;0;Berlin;13053;ausschreibung@erstling.de;http://www.erstling.de
LOGODATA;1;16;7;2026-04-08;9095772.0;334733.0;0;Erfurt;99084;info@logodata.de;
ipoque GmbH;1;16;7;2025-10-10;6648570.0;320000.0;0;Leipzig;04109;info.ipoque@rohde-schwarz.com;
SPIE COMNET GmbH;1;16;5;2023-04-20;6203955.0;537800.0;0;Hamburg;14055;gwendt@com-net.de;
CELLEBRITE;1;16;8;2026-05-13;6120728.0;982782.0;0;München;81669;norbert.grund@cellebrite.com;https://cellebrite.com/
DYNASYS;1;16;6;2025-12-01;5980615.0;464415.0;0;Augsburg;86167;a.langmeier@dynasys.de;
NETZWERT;1;16;9;2025-12-23;5051045.0;303122.0;0;Leipzig;04103;info@netzwert.it;
National Instruments Germany GmbH;1;16;9;2026-06-09;4479730.0;299000.0;0;München;80687;info.germany@ni.com;http://www.ni.com/germany
KEYSIGHT;4;16;9;2026-06-10;4449157.0;420270.0;0;Böblingen;71034;matthias_kohler@keysight.com;http://www.keysight.de
RF-COMPUTER;1;16;5;2023-05-26;4256469.0;134963.0;0;Rheine;48431;info@rf-computer.de;
RITTAL;1;16;6;2025-10-30;3994790.0;289898.0;0;Herborn;35745;info@rittal.de;http://www.rittal.de
HISCOUT;1;16;8;2026-06-19;776800.0;388400.0;0;Berlin;12163;sales@hiscout.com;
PricewaterhouseCoopers AG;1;15;6;2024-12-02;504557036.0;8680000.0;0;Düsseldorf;40227;de_zentrale-pwc-wpg@pwc.com;
EPCAN;1;15;6;2025-05-15;366300750.0;11845034.0;4;Vreden;48691;bm@epcan.de;https://www.epcan.de/
PICTURE-GMBH;1;15;8;2025-12-08;243333605.0;674200.0;3;Münster;48147;vergabe@picture-gmbh.de;https://www.picture-gmbh.de
UDF;1;15;9;2025-12-22;213555036.0;2372200.0;2;Stuttgart;70184;stuttgart@udf.de;http://www.udf.de
ECONOCOM;1;15;7;2025-11-03;77073878.0;1125914.0;0;Frankfurt;60528;jaroslaw.schwinge@econocom.com;
