Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
CEYONIQ;1;7;6;2026-01-21;2177572.0;305113.0;0;Bielefeld;33613;info@ceyoniq.com;
COSYLAB;4;7;5;2026-01-16;686000.0;343000.0;0;Ljubljana;1000;fusion@cosylab.com;http://www.cosylab.com
NEUESHANDELN;1;7;5;2026-01-16;13937180.0;5293590.0;0;Köln;50674;akquise@neueshandeln.de;
VITAL-SERVICES;1;7;6;2026-01-12;703100.0;351550.0;0;Leipzig;04109;meissner@vital-services.de;http://vital-services.de
TCS Cards & Services GmbH;1;7;5;2026-01-05;33059507.0;318434.0;0;Bamberg;96052;mvdheijden@tc-s.eu;http://www.gnc-cardservices.de
AGINEO;1;7;5;2026-01-01;1426473.0;327233.0;0;Aachen;52076;sales@agineo.de;http://agineo.de
ALIGHT;1;7;5;2026-01-01;941570.0;214000.0;0;Ottobrunn;85521;info@alight.eu;http://alight.eu
KLEIN-ITK;1;7;4;2025-12-29;1156676.0;204237.0;0;Altdorf;84032;Vertrieb@klein-itk.de;
BALKE-HAMBURG;1;7;6;2025-12-23;4981841.0;426481.0;1;Oststeinbek;22113;extra-office@balke-hamburg.de;
VALIANTYS;3;7;3;2025-12-23;1194887.0;307177.0;0;Berlin;10115;salesportal.de@valiantys.com;https://valiantys.com
P&I UG (haftungsbeschränkt);1;7;6;2025-12-23;6270710.0;654710.0;0;Hamburg;20457;mwiemann@pi-ag.com;
ALSTERTEXT;1;7;3;2025-12-22;493088.0;246544.0;0;Hamburg;20097;sales@alstertext.de;
FINBRIDGE;1;7;3;2025-12-21;555821000.0;140100000.0;1;Bad Homburg;61348;RESPOVVVV@rentenbank.de;https://www.finbridge.de/
AKGSOFTWARE;1;7;5;2025-12-19;20835937.0;315250.0;0;Heitersheim;79423;info@akgsoftware.de;http://www.akgsoftware.de
TTS Knowledge Products GmbH;1;7;3;2025-12-18;2817879.0;140914.0;0;Köln;50667;info@tt-s.com;
BMS-CONSULTING;2;7;5;2025-12-17;8589589.0;1604912.0;1;Düsseldorf;40217;info@bms-consulting.de;
VMT Düssel GmbH;2;7;4;2025-12-10;7855144.0;360213.0;0;Essen;45356;denise.woelk@vmt-duessel.de;
PTV Planung Transport Verkehr AG;1;7;5;2025-12-02;4343849.0;526877.0;0;Karlsruhe;76131;traffic.documentation@ptvgroup.com;
NEXUS-EUNDL;3;7;3;2025-11-28;250710.0;250710.0;0;Nürnberg;90411;marketing@nexus-eundl.com;http://www.nexus-eundl.com
INSIDERS-TECHNOLOGIES;2;7;6;2025-11-28;4071245.0;472382.0;0;Kaiserslautern;67657;info@insiders-technologies.de;
MTG Münchener Telefongesellschaft mbH;1;7;6;2025-11-24;319407569.0;120377.0;0;München;81825;jung@mtg-systemhaus.de;https://www.mtg-systemhaus.de
ALPHA-TEST;1;7;5;2025-11-21;;;0;Mannheim;68165;ausschreibungen@alpha-test.com;
N+P Informationssysteme GmbH;1;7;4;2025-11-17;580526.0;168014.0;0;Meerane;08393;ausschreibung@nupis.de;
SOLCOM;1;7;3;2025-11-14;;;2;Reutlingen;72766;ausschreibung@solcom.de;http://www.solcom.de
PROTIVITI;1;7;4;2025-11-14;14145650.0;4399250.0;1;Frankfurt am Main;60325;contact@protiviti.de;http://www.protiviti.de
CAMPANA-SCHOTT;3;7;5;2025-11-10;415500000.0;415500000.0;0;Hamburg;20095;ausschreibungen@campana-schott.com;https://www.campana-schott.com/
ARINA;3;7;4;2025-11-10;462259.0;231129.0;0;München;80801;salesde@arina.ch;
TMK;1;7;4;2025-11-10;556000.0;556000.0;0;Münzenberg;35516;vertrieb@tmk.de;http://www.tmk.de
IB&T Software GmbH;1;7;4;2025-11-06;4790937.0;308916.0;0;Norderstedt;22848;vertrieb@card-1.com;
PARITYQC;3;7;2;2025-10-27;3000000.0;1000000.0;2;Hamburg;20095;info@parityqc.com;https://parityqc.com/
SAARRIVA;1;7;5;2025-10-27;367846.0;367846.0;0;Saarbrücken;66117;i.schmidt@saarriva.de;
AVE Audio Visual Equipment GmbH;3;7;3;2025-10-15;1039202.0;519601.0;0;Bergisch Gladbach;51469;ausschreibung@avepro.net;https://avepro.net
IC-CONSULT;1;7;4;2025-10-13;6600708.0;3300354.0;0;München;80807;sales@ic-consult.com;
BISPING;1;7;6;2025-10-10;13432835.0;2161642.0;0;Lauf a. d. Pegnitz;91207;ausschreibung@bisping.de;https://www.bisping.de/
NETCOM-CS;1;7;4;2025-10-07;26139297.0;2250573.0;0;Berlin;10179;Ausschreibung@netcom-cs.de;
ALOGO;1;7;5;2025-09-24;960000.0;960000.0;1;Berlin;10825;alogo@alogo.de;http://www.alogo.de
Bücker IT-Security GmbH;4;7;3;2025-09-18;2117624.0;492153.0;0;Hille;32479;vertrieb@buecker-edv.de;
IRONMOUNTAIN;2;7;4;2025-09-16;510462.0;255231.0;0;Hamburg;22525;tender.management@ironmountain.com;http://www.ironmountain.com
MID;1;7;5;2025-09-15;;;2;Nürnberg;90402;PMO-RVSE9@IT4Transformation.de;http://www.mid.de
NETDESCRIBE;1;7;4;2025-09-08;923390.0;461695.0;0;München;80687;sales@netdescribe.com;
SCALCOM;1;7;4;2025-09-01;415950.0;51465.0;0;Waltenhofen;87448;vertrieb@scalcom.de;
STARTEXT;1;7;5;2025-08-26;737000.0;368500.0;0;Bonn;53175;info@startext.de;https://www.startext.de
ISAG;2;7;4;2025-08-20;752936.0;187968.0;0;Bochum;44805;rainer.hoettecke@wisag.de;
NAVIGA;2;7;5;2025-07-28;8878531.0;1454540.0;1;Achim;28832;info@naviga.de;
SST-Schultafel Service Team;2;7;4;2025-07-25;209175.0;39350.0;0;Ganderkesee;27777;sst-schultafeln@ewetel.net;http://www.schultafelshop.de
ARANEACONSULT;1;7;6;2025-07-22;663907.0;331954.0;0;Brandenburg - Potsdam;14482;nadine.neumann@araneaCONSULT.de;
ITSLEARNING;1;7;3;2025-07-07;36687171.0;4563140.0;0;Berlin;10243;info.de@itslearning.com;https://de.itslearning.com/index.aspx
THINKPROJECT;5;7;3;2025-06-30;13547014.0;6773507.0;0;München;81671;info@thinkproject.com;
N-TREE;3;7;5;2025-06-30;532983.0;266491.0;0;Bregenz;6900;sales@n-tree.com;http://n-tree.com
DOCCONSULT;1;7;5;2025-06-30;10493366.0;324863.0;0;Bonn;53177;info@docconsult.gmbh;
EBCSOFT;1;7;4;2025-06-27;12401069.0;2951882.0;0;Leipzig;04109;vergabe@EBCsoft.de;http://www.ebcsoft.de
Druckerei Huwig GmbH;1;7;5;2025-06-13;1335973.0;667987.0;0;Düsseldorf;40470;f.liebert@printcom.de;https://www.printcom.de/
INDEVIS;1;7;7;2025-06-04;2316665.0;164279.0;0;München;81379;sales@indevis.de;
INTEVATION;1;7;5;2025-05-19;1041365.0;410500.0;1;Osnabrück;49074;intevation@intevation.de;
MUGLER;1;7;4;2025-05-07;1898402.0;949201.0;0;Oberlungwitz;09353;mugler@mugler.de;http://www.mugler.de
SCIENCE-COMPUTING;1;7;6;2025-04-29;2781483.0;303939.0;0;Tübingen;72070;hpc-sales@eviden.com;
SIRUP;1;7;5;2025-04-28;2308698.0;400000.0;0;Berlin;10119;hello@sirup.com;
COLOGNE-HUNTERS;2;7;5;2025-04-21;9430231.0;307297.0;14;Köln;50677;kontakt@cologne-hunters.de;
SUEDWESTMAIL;1;7;5;2025-03-31;16863694.0;1047804.0;0;Langenau;89129;O.Handke@suedwestmail.de;www.suedwestmail.de
AVANTUM;1;7;5;2025-03-17;1164262.0;582131.0;0;Filderstadt-Bernhausen;70794;sales.management@avantum.de;
CIT;1;7;5;2025-03-14;2286696.0;584452.0;0;Dettingen/Teck;73265;no@emailaddress.given;
CIB;1;7;5;2025-01-28;3796600.0;436000.0;0;München;81925;info@cib.de;
CITIPOST-GOETTINGEN;1;7;5;2025-01-13;139505616.0;36570000.0;0;Göttingen;37079;d.borchert@citipost-goettingen.de;
SECCOMMERCE;2;7;6;2025-01-10;1799700.0;687200.0;0;Hamburg;22335;sales@seccommerce.com;
HIGHQ;1;7;5;2024-12-21;221900.0;221900.0;1;Freiburg;79100;ausschreibung@highq.de;
PRISMA-SOLUTIONS;1;7;5;2024-12-20;6911834.0;686000.0;2;Berlin;10119;office@prisma-solutions.de;
AVI.DAT Software & Technology GmbH;1;7;4;2024-12-20;193664.0;193664.0;0;Leipzig;04275;m.buechel@avidat.com;
CONRAD;1;7;4;2024-12-17;4603775.0;145632.0;0;Hirschau;92240;sarah.knab@conrad.de;
Max Müller;1;7;6;2024-12-17;4753771.0;1482992.0;0;Bremen;28279;info@mm-bremen.de;
M2. technology & project consulting GmbH;1;7;4;2024-12-12;979021.0;489511.0;0;Berlin;10437;info@m2dot.com;
MAGNETFORENSICS;3;7;3;2024-12-11;5096393.0;373991.0;0;München;80333;sales@magnetforensics.com;
AMCONGMBH;4;7;3;2024-12-10;598760.0;598760.0;0;Cloppenburg;49661;ausschreibung@amcongmbh.de;
SUEDMAIL;3;7;4;2024-12-02;1920382.0;879570.0;0;Weingarten;88250;t.gerlach@suedmail.de;
SYNCWORK;1;7;5;2024-11-18;2928588.0;585000.0;0;Dresden;01069;ausschreibung@syncwork.de;
PWA-ELECTRONIC;3;7;3;2024-11-11;839376.0;419688.0;0;Seligenstadt;63500;mail@pwa-electronic.de;
APENIO;1;7;3;2024-11-07;976618.0;488309.0;3;Bremen;28359;patrick.kesselhut@apenio.de;
MAYER-NETWORK;2;7;6;2024-10-28;5401320.0;345000.0;0;Heilbronn;74078;ausschreibung@mayer-network.com;
TASTEONE;2;7;3;2024-10-24;8929312.0;1200000.0;0;Leverkusen;51377;ausschreibung@tasteone.eu;
HESSE-PARTNER;1;7;5;2024-10-08;2778410.0;309902.0;0;Rostock;18069;graumann@hesse-partner.com;
Westhouse Consulting GmbH;1;7;3;2024-10-08;;;3;Garching bei München;85748;bidmanagement@westhouse-group.com;
CAMPUSWARE;1;7;4;2024-09-25;890946.0;272185.0;0;Magdeburg;39104;kontakt@campusware.info;
CARENOBLE Gesellschaft für Gesundheitsökonomie mbH & Co. KG;1;7;5;2024-09-16;437757.0;437757.0;0;Leipzig;04109;;
SOPTIM AG;1;7;5;2024-09-01;36544918.0;18272459.0;0;Aachen;52072;bieterportal-alt@deutschebahn.com;
RAMBOLL;2;7;5;2024-07-10;1746250.0;495625.0;0;Hamburg;22763;ausschreibungen@ramboll.com;
HANSEVISION;1;7;6;2024-06-27;843271.0;340600.0;2;Hamburg;20359;sales@hansevision.de;
HEUTINK-ICT;1;7;5;2024-06-18;2806994.0;490453.0;0;Georgsmarienhütte;49124;info@heutink-ict.de;
K-Businesscom GmbH;2;7;3;2024-05-27;243890.0;243890.0;0;Neuss;41468;kbc.de.info@k-business.com;
DEBORATE;1;7;5;2024-05-07;1577600.0;525504.0;0;Unterhaching;82008;vertrieb@deborate.de;
ADWEKO;1;7;5;2024-05-06;64799936.0;5070000.0;1;Walldorf;69190;info@adweko.de;
PHSOFT;2;7;4;2024-04-19;;;0;Gersthofen;86368;philipps@phsoft.de;
ALPHA2000;1;7;5;2024-04-03;5629831.0;1375000.0;0;Leipzig;04347;leipzig@alpha2000.de;https://www.alpha2000.de
systemzwo GmbH;1;7;4;2024-03-13;2100878.0;275075.0;0;Ulm;89077;vertrieb@sz-group.de;
ENDE-INTERAKTIV;2;7;6;2024-01-30;2899374.0;467757.0;0;Kalchreuth;90562;th@wende-interaktiv.de;
MGM Consulting Partners GmbH;1;7;5;2024-01-05;22464000.0;9642000.0;1;Hamburg;20457;info@mgm-cp.com;
PFLEGEPLATZMANAGER;1;7;2;2023-12-22;12406910.0;645420.0;0;Greiz;07973;vergabe@pflegeplatzmanager.de;http://www.pflegeplatzmanager.de
VIANOVA-TN;1;7;3;2023-12-14;1648675.0;824338.0;0;Kaufbeuren;87600;info@vianova-tn.de;
TURBO-POST;1;7;6;2023-12-12;2848521.0;37174.0;0;Neuruppin;16816;bartsch@turbo-post.de;
LANGMATZ;1;7;4;2023-10-12;13555141.0;925110.0;0;Garmisch-Partenkirchen;82467;j.husel@langmatz.de;
PCola IT-Service;1;7;5;2023-09-11;9513055.0;268698.0;0;Usingen;61250;;
LEHMANN-PARTNER;1;7;6;2023-08-28;3775235.0;417318.0;0;Erfurt;99086;info@lehmann-partner.de;
BBH Technische Anlagen GmbH;1;7;5;2023-08-21;2910772.0;440316.0;0;Hemer;58675;m.oschem@bbh-hemer.de;
Breitenbach Software-Engineering GmbH;1;7;5;2023-08-12;8948753.0;945000.0;0;Möhnesee;59519;eb@bb-sw.de;
Anstalt für kommunale Datenverarbeitung in Bayern (AKDB), vertreten durch die KUBUS Kommunalberatung und Service GmbH;1;7;3;2023-07-24;2662885.0;287896.0;0;Augsburg;86179;;
ESELL;1;7;4;2023-07-20;3462550.0;450950.0;0;Holzkirchen;83607;Thomas.Rasshofer@esell.de;
KURZBACH-VECHTA;1;7;3;2023-07-13;119421.0;119421.0;0;Vechta;49377;meyer@kurzbach-vechta.de;
Sys-it GmbH;1;7;3;2023-05-09;5230648.0;543723.0;0;Husum;25813;;
Bechtle GmbH IT.Systemhaus Berlin;1;7;4;2023-05-02;980639000.0;29900000.0;0;Berlin;10553;;
PIXIDA;1;7;2;2023-03-13;129200.0;129200.0;0;München;80805;public@pixida.com;
Softgate GmbH;1;7;6;2022-12-22;20016461.0;2033894.0;0;erlangen;91052;vertrieb@soft-gate.de;
MCL IT;1;7;2;2022-12-13;11502325.0;243095.0;0;Böblingen;04103;;
Mensch und Maschine acadGraph GmbH;1;7;5;2022-06-15;1472348.0;390134.0;0;Borken;46325;rupert.laukemper@mum.de;
KOBIL Systems GmbH;1;7;4;2022-04-01;;;0;Worms;67591;;
TELEXIOM;1;7;6;2022-03-10;58137156.0;1182720.0;0;Köln;50672;bid@telexiom.de;
MBITS;1;6;3;2026-06-24;290000.0;290000.0;0;Heidelberg;69123;gergel@mbits.info;https://mbits.info/
INTENSE;1;6;5;2026-06-24;18369000.0;18369000.0;2;Würzburg;97080;info@intense.de;
BAUER-NETZ;1;6;5;2026-06-24;4448013.0;308668.0;0;Buchbach;84428;vertrieb.buchbach@bauer-netz.de;
BRAINCON;1;6;4;2026-06-22;848683.0;424341.0;0;Dieburg;64807;info@braincon.de;http://www.braincon.de
BKK Gildemeister Seidensticker;1;6;3;2026-06-22;24857301.0;986763.0;0;Köln;51063;foerderung.tdg@glasfaserplus.de;http://www.glasfaserplus.de
OWIG;1;6;3;2026-06-17;5043685.0;847770.0;0;Rottweil;78628;sales@owig.de;http://owig.de
HM Informatik GmbH;1;6;4;2026-06-09;1140320.0;570160.0;0;Ilmenau;98693;ausschreibung@hm-ag.de;
WTG Leitstellentechnik GmbH;1;6;5;2026-06-09;4342086.0;253668.0;1;Coesfeld;48653;leitstellentechnik@wtg.com;http://www.wtg.com
GROTHCOMPANY;1;6;4;2026-06-08;2700000.0;1350000.0;0;Hamburg;20099;arne.schiemann@grothcompany.de;
OTRS;1;6;6;2026-06-03;1280636.0;460000.0;0;Oberursel;61440;sales@otrs.com;
UNTIS;2;6;2;2026-05-28;;;0;Stockerau;A-2000;office@untis.at;https://www.untis.at
SYNALIS;1;6;6;2026-05-27;461311.0;230656.0;0;Bonn;53229;info@synalis.de;http://www.synalis.de
AAGON;1;6;6;2026-05-27;838565.0;258724.0;0;Soest;59494;sales@aagon.com;http://www.aagon.de
MOVINGIMAGE;1;6;4;2026-05-26;19003.0;19003.0;0;Berlin;10961;info@movingimage.com;
FNTSOFTWARE;3;6;3;2026-05-21;387757.0;193879.0;0;Ellwangen/Jagst;73479;info@fntsoftware.com;https://www.fntsoftware.com/
ASERVO;1;6;4;2026-05-19;799871.0;799871.0;0;München;81829;kontakt@aservo.com;http://aservo.com
BSA-SYSTEMHAUS;1;6;5;2026-05-18;1588782.0;322005.0;0;Memmingen;87700;info@bsa-systemhaus.de;
TT-CAMPUSONE;1;6;3;2026-05-12;438000.0;438000.0;0;Ludwigsburg;71638;info@wtt-campusone.com;
BananaGlue GmbH;1;6;3;2026-05-11;6720470.0;1319408.0;0;Berlin;10997;jw@fireapp.io;
ESSENDI;1;6;5;2026-05-11;2701685.0;634125.0;0;Schwäbisch Hall;74523;info@essendi.de;http://www.essendi.de
SWISIO;2;6;3;2026-05-05;2342346.0;568546.0;0;Berlin;10115;info@swisio.de;
multi-media systeme aktiengesellschaft;1;6;5;2026-04-29;1238655.0;480923.0;0;Walzbachtal;75045;adrian.muenchinger@mmsag.de;http://mmsag.de
AFI-SOLUTIONS;1;6;4;2026-04-28;1101450.0;550725.0;0;Stuttgart;70567;muamed.arifi@afi-solutions.com;https://www.doxis.com
ABAMEDICUS;2;6;4;2026-04-27;171099.0;85549.0;0;Halle;06120;info@abamedicus.de;http://www.abamedicus.de
BBT-TECHNIK;2;6;4;2026-04-16;;;0;Waghäusel;68753;jonas.toumanidis@bbt-technik.de;
ACL;1;6;5;2026-04-14;821036.0;410518.0;0;Markkleeberg;04416;no@emailaddress.given;
SCHLEUPEN;1;6;4;2026-04-13;5671352.0;1609676.0;0;Ettlingen;12345;vertrieb@schleupen.de;https://www.schleupen.de/
SPGLOBAL;4;6;4;2026-04-13;293047.0;293047.0;0;LONDON;EC2Y 9LY;dpearcey@spglobal.com;
ZEISS;5;6;5;2026-04-07;109965.0;109965.0;0;Oberkochen;73447;tenders.optical.metrology@zeiss.com;
HMMDEUTSCHLAND;1;6;5;2026-04-07;1172882.0;398000.0;0;Moers;47445;ausschreibung@hmmdeutschland.de;https://www.hmmdeutschland.de/
X1F;4;6;3;2026-03-25;;;0;München;80335;ausschreibung_x1f@x1f.one;http://www.x1f.one
CPRO-STRATEGY;1;6;4;2026-03-23;3133853.0;1566927.0;0;Hamburg;22083;vertrieb@cpro-strategy.com;
Blickle & Scherer Kommunikationstechnik GmbH & Co KG;1;6;6;2026-03-11;308186.0;154093.0;0;Karlsruhe;76149;ausschreibungen@bsk-world.de;https://www.bsk-world.de
PEB-BREITBAND;1;6;5;2026-02-26;193212938.0;21701370.0;0;Darmstadt;64293;udo.klenk@peb-breitband.de;www.peb-breitband.de
Eviden Germany GmbH;5;6;3;2026-02-19;111836.0;111836.0;1;München;81739;Christina.stiesy@atos.net;http://de.atos.net
ARANEANET;1;6;5;2026-02-11;;;0;Potsdam;14482;sales@araneanet.de;
HYPERTEGRITY;2;6;3;2026-02-10;3144068.0;1572034.0;0;Büren;33142;sales@hypertegrity.de;
Be Shaping The Future - Performance, Transformation, Digital GmbH;2;6;3;2026-02-09;2363340.0;2363340.0;2;München;81541;tender@be-tse.de;
Becton Dickinson Austria GmbH;3;6;5;2026-02-05;1515214.0;364518.0;0;Wien;1030;sarah.thelen@bd.com;
DIGIT4U-BS;3;6;4;2026-01-30;3767166.0;1883583.0;1;Ismaning;85737;bid@digit4u-bs.de;https://digit4u-bs.de
SYSTHEMIS;1;6;5;2026-01-27;952450.0;952450.0;2;Würzburg;97082;info@systhemis.de;https://systhemis.de/
ISR;1;6;4;2026-01-26;8951000.0;8951000.0;0;Braunschweig;38100;salesoperations@isr.de;http://www.isr.de
SIMOVATIVE;1;6;6;2026-01-19;3564000.0;3564000.0;0;München;80339;assunta.steiner@simovative.com;
Rhein-Main-Verkehrsverbund Servicegesellschaft mbH (rms GmbH);1;6;4;2026-01-05;197000.0;197000.0;0;Frankfurt;60329;auschreibungen@rms-consult.de;http://www.rms-consult.de
<<acceptIT>> GmbH;1;6;5;2025-12-30;1238140.0;248799.0;0;Paderborn;33100;info@accept-it.de;
TSA Public Service GmbH;1;6;5;2025-12-18;2379103.0;1189552.0;0;Halle;06108;info@tsaps.de;https://tsaps.de
KOMMUNIX;3;6;5;2025-12-18;11700564.0;728032.0;1;Unna;59425;info@kommunix.de;https://www.kommunix.de
PWP-SYSTEMS;1;6;5;2025-12-17;4191030.0;1025210.0;0;Bad Camberg;65520;info@pwp-systems.de;
ELSEVIER;3;6;5;2025-12-16;1273838.0;298233.0;0;Amsterdam;1043 NX;m.neuroth@elsevier.com;https://www.elsevier.com/de-de
FOBIZZ;3;6;2;2025-12-16;;;0;Hamburg;20099;kontakt@fobizz.com;www.fobizz.com
3M Healthcare Germany GmbH;3;6;2;2025-12-10;730964.0;365482.0;0;Kamen;59174;his-customer-service@solventum.com;https://www.solventum.com/de-de/home/
CITYBRIEFBOTE;1;6;5;2025-12-09;3107773.0;736453.0;0;Schwedt;16303;info@citybriefbote.de;http://www.citybriefbote.de
BYON;1;6;5;2025-12-02;2058877.0;594951.0;0;Frankfurt am Main;60486;ausschreibungen@byon.de;https://www.byon.de
RHEINMETALL;1;6;3;2025-12-02;1989000.0;1989000.0;0;Bremen;28309;info-rme@rheinmetall.com;
ALSTOMGROUP;2;6;2;2025-11-27;622595.0;157546.0;0;Neuhausen;8212;info.ch@trapezgroup.com;
Digitas Pixelpark GmbH;2;6;5;2025-11-17;20329000.0;2925000.0;0;Hamburg;20099;;
COSMOCONSULT;3;6;4;2025-11-13;3367409.0;708974.0;0;Berlin;10963;zuleyma.braecklein@cosmoconsult.com;https://de.cosmoconsult.com/impressum/
CO-TEC GmbH;1;6;3;2025-11-12;2052187.0;341387.0;0;Rosenheim;83026;ausschreibungen@cotec.de;http://www.cotec.de
entfällt;1;6;2;2025-10-31;;;0;Böblingen;71034;jkoehler3@dxc.com;
NETZWERK-GMBH;1;6;4;2025-10-27;530557.0;19471.0;0;Barleben;39179;shaasper@netzwerk-gmbh.de;
CALPANA;2;6;4;2025-10-23;968240.0;234240.0;0;Hamburg;22761;office@calpana.com;
SMART-CJM;2;6;5;2025-10-23;1623378.0;168780.0;1;Krefeld;47802;info@smart-cjm.com;
B & DT Bürofachhandel und Datentechnik GmbH;1;6;5;2025-10-21;2295060.0;540058.0;0;Erfurt;99091;info@bdt-erfurt.de;https://www.interaktiv-displays.de
DPD;2;6;5;2025-10-15;;;0;Aschaffenburg;63741;info@dpd.de;
Bundesagentur für Arbeit Regionales Einkaufszentrum Nord;1;6;3;2025-10-13;248840.0;124420.0;0;Deidesheim;67146;tender@basec.de;
Heinr. Hünicke GmbH & Co. KG;1;6;4;2025-10-09;1242133.0;263654.0;0;Schwerin;19059;info@buerokompetenz.de;http://www.buerokompetenz.de
MEDKONNEKT;1;6;4;2025-10-08;1064000.0;532000.0;0;Garching bei München;85748;kontakt@medkonnekt.de;https://medkonnekt.de/
G-SYSTEMS;1;6;6;2025-10-01;20872643.0;1508591.0;0;Berlin;10243;ausschreibung@wg-systems.de;
Dierichsweiler Unternehmens- und Prozessberatung GmbH;1;6;4;2025-09-30;851487.0;425744.0;1;Mainz;55130;m.dierichsweiler@dup.de;
VITAGROUP;2;6;5;2025-09-30;33380509.0;9280509.0;0;Mannheim;68165;bid-office@vitagroup.ag;https://www.vitagroup.ag/
OCLC;2;6;3;2025-09-29;152210.0;152210.0;0;Böhl-Iggelheim;67459;vertrieb@oclc.org;https://www.oclc.org/de/home.html
LEITWERK;1;6;5;2025-09-22;1375497.0;319394.0;0;Appenweier-Urloffen;77767;info@leitwerk.de;
NSSLGlobal GmbH;1;6;4;2025-09-17;2286735.0;208571.0;0;Barsbüttel;22885;;
solocode GmbH;1;6;3;2025-09-15;1158435.0;579217.0;0;Berlin;10961;lpetrenz@anton.app;
TRADEXSYSTEMS;2;6;4;2025-09-15;1550355.0;386603.0;0;Tallinn;10145;info@tradexsystems.eu;http://www.tradexsystems.eu
imc information multimedia communication GmbH;1;6;3;2025-09-15;1018800.0;509400.0;0;Saarbrücken;66123;tenders@im-c.de;
CNS GmbH;1;6;4;2025-09-08;3756866.0;328093.0;0;Gelsenkirchen;45894;vertrieb@cns-gmbh.de;http://www.cns-gmbh.de
evolving systems consulting GmbH;1;6;3;2025-08-25;63600.0;31800.0;0;Hamburg;Alter Wall 34-36;tony.vonbornstaedt@evolvsys.com;
VSE NET GmbH;1;6;5;2025-08-18;8313192.0;1873192.0;0;Saarbrücken;66115;info@vsenet.de;
ROMOLD;1;6;5;2025-08-11;11718330.0;2185831.0;0;Surheim;83416;weber@romold.de;
ESKA-CONSULTING;2;6;3;2025-08-01;18886438.0;1686400.0;0;Schwabmünchen;86830;info@eska-consulting.com;
AVS-SYSTEME;1;6;5;2025-07-29;1663922.0;242367.0;0;Karlsruhe;76185;michael.stammen@avs-systeme.com;
TELTEC;1;6;5;2025-07-21;283466.0;141733.0;0;Mainz-Kastel;55252;j.ziegler@teltec.de;
SUNZINET;1;6;6;2025-07-18;259594.0;259594.0;0;Köln;51063;Sarah.Lampe@sunzinet.com;
SWISSPHONE;2;6;4;2025-07-08;1812354.0;515621.0;0;Gundelfingen;79194;info@swissphone.de;
MICROTOOL;3;6;4;2025-07-03;178000.0;178000.0;0;Berlin;10247;info@microtool.de;
GREENLIGHT-CONSULTING;1;6;5;2025-07-01;3826389.0;1913194.0;0;Oberhaching;82041;vertrieb@greenlight-consulting.com;
S2-SOFTWARE;1;6;5;2025-06-30;2142741.0;538151.0;0;Cochem;56812;info@s2-software.de;
TÜV NORD IT Secure Communications GmbH & Co. KG;1;6;4;2025-06-19;149096.0;149096.0;1;Berlin;10713;secom-bid@tuvit.de;https://www.tuvit-consulting.de/de/startseite/
KOMMIT;1;6;3;2025-06-18;548193.0;274097.0;0;Köln;51063;ausschreibungen@komm-it.de;
BUNGALSKI;1;6;3;2025-06-18;69818839.0;5515603.0;0;Verden;27283;marco@bungalski.de;
INVENT-AG;1;6;4;2025-06-18;1037313.0;343040.0;0;Bielefeld;33604;info@invent-ag.de;
STEPIT;1;6;5;2025-06-10;6813402.0;388000.0;0;Hagen;58135;Dominik.Kruckenberg@stepIT.net;
ENERGY-NET;1;6;4;2025-06-03;;;0;Frankfurt am Main;60327;sales@energy-net.de;
DALUX;3;6;3;2025-05-09;375088.0;375088.0;0;Harrislee;24955;support@dalux.com;https://www.dalux.com/
DEUTSCHERVERSANDSERVICE;3;6;4;2025-04-25;;;0;Ratingen;40882;ausschreibungen@deutscherversandservice.de;https://www.deutscherversandservice.de/
METTENMEIER;1;6;5;2025-04-22;2021798.0;1010899.0;0;Paderborn;33100;robust-pc@mettenmeier.de;http://www.mettenmeier.de/
DAVASO;1;6;4;2025-04-15;100.0;100.0;0;Leipzig;04316;info@davaso.de;
Taurus Europe B.V.;2;6;4;2025-04-14;934014.0;4004.0;0;Schiphol-Rijk;1119RB;tenders@clustervision.com;
BFW Kommunikationssysteme GmbH;1;6;4;2025-04-09;1790161.0;407227.0;0;Langenhagen;30855;a.fessler@bfwkom.de;
RIEDEL;3;6;5;2025-04-08;473275.0;473275.0;0;Wuppertal;42109;marketing@riedel.net;
Jarosch & Haas GmbH;2;6;4;2025-04-01;136600.0;136600.0;0;Wien;1010;office@mobile.at;https://www.mobile.at/
KRAUTH-ONLINE;1;6;5;2025-04-01;6816220.0;3408110.0;0;Eberbach;69412;sandra.heid@krauth-online.de;http://www.krauth-technology.de
EUROCOMMAND;1;6;5;2025-03-27;2829176.0;729600.0;0;Hamburg;22525;support@eurocommand.com;
ACHELOS;1;6;5;2025-03-14;2012411.0;636111.0;1;Paderborn;33100;info@achelos.de;
ECSEC;1;6;5;2025-03-14;434000.0;172500.0;1;Michelau;96247;info@ecsec.de;
RHENUS;4;6;6;2025-03-04;34658503.0;5412930.0;0;Karlsfeld;85757;officelogistic@de.rhenus.com;
LüneCom Kommunikationslösungen GmbH;1;6;4;2025-02-26;38991116.0;1949981.0;0;Lüneburg;21337;eric.lueer@luenecom.de;
DATAKOM;1;6;5;2025-02-21;737235.0;334956.0;0;Ismaning;85737;info@datakom.de;
