Firma;Register_ID;Gruppe;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web;Aufloesung
IVU Traffic Technologies AG;F1103R_HRB69310;IVU;38;10;2026-06-25;501136937.0;1076290.0;0;Berlin;12161;bid-management@ivu.de;www.ivu.de;handelsregister_exakt
Deutsche Telekom Business Solutions GmbH;DE815404050;TELEKOM;38;5;2026-06-12;451985760.0;525000.0;0;Frankfurt;60528;moritz.schulze@telekom.de;http://www.telekom.de;ted_nationalid
DATAGROUP Stuttgart GmbH;B8534_HRB353220;DATAGROUP;38;11;2026-04-16;85490889.0;752305.0;0;Pliezhausen;72124;Dummy-eMail-eVergabe@fb.hamburg.de;;handelsregister_exakt
NETGO GmbH;R2707_HRB10555;NETGO;38;5;2024-12-10;39580443.0;391937.0;5;Borken;46325;ausschreibung-nrw@netgo.de;;handelsregister_exakt
SAG Deutschland GmbH;M1103_HRB6329;;38;10;2026-01-14;19464794.0;379280.0;0;Darmstadt;64297;Info@softwareag.com;http://softwareag.com;handelsregister_exakt
Circular Informationssysteme GmbH;B8534_HRB17442;CIRCULAR;38;10;2025-09-30;18516224.0;312567.0;0;München;80637;public@circular.de;;handelsregister_exakt
DXC Technology Deutschland GmbH;M1202_HRB14227;DXC;37;9;2026-01-14;14776455147.0;598000000.0;3;Eschborn;65760;vergabe@dxc.com;https://dxc.com/de;handelsregister_exakt
Frequentis Deutschland GmbH;M1114_HRB34963;FREQUENTIS;37;7;2025-12-30;631224320.0;883252.0;0;Langen;63225;martin.kainz@frequentis.com;http://frequentis.com;handelsregister_exakt
PICO GmbH;R3306_HRB27719;PICO-ENGINEERING;37;9;2026-06-22;208074948.0;3198000.0;4;Isernhagen;30916;ausschreibungen@pico-engineering.de;;handelsregister_exakt
Compador Dienstleistungs GmbH;F1103R_HRB135648;COMPADOR;37;10;2025-11-11;92724608.0;814940.0;0;Berlin;14057;ausschreibungen@compador.de;;handelsregister_exakt
pd.MEDIENLOGISTIK GmbH;D2102V_HRB19108;;37;10;2025-12-02;59046080.0;700000.0;0;Augsburg;86167;keyaccount@lmf-postservice.de;;handelsregister_exakt
Trans4mation BS GmbH & Co. KG;D2601V_HRA99798;TRANS4MATION;37;5;2023-03-13;54550077.0;1546282.0;2;Ismaning / München;85737;Ressourcen_bwi@trans4mation.de;;handelsregister_exakt
Hugo Hamann GmbH & Co. KG;X1517R_HRA182KI;;37;10;2026-06-16;28278671.0;525231.0;1;Kiel;24105;medientechnik@buerokompetenz.de;http://www.buerokompetenz.de;handelsregister_exakt
rola Security Solutions GmbH;R1202_HRB13071;ROLA;37;10;2025-10-13;22277470.0;373500.0;0;Oberhausen;46047;vertrieb@rola.com;http://www.rola.com;handelsregister_exakt
Best Practice Consulting AG & Co. KG;R2713_HRA4955;;36;9;2026-06-15;33625077.0;2020208.0;1;Münster;48155;ausschreibungen@bpc.ag;http://www.bpc.ag;handelsregister_exakt
Intertronic IT GmbH;;INTERTRONIC;36;5;2023-03-31;18290452.0;398790.0;0;Wörrstadt;55286;ausschreibung@intertronic.de;;nur_name
Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;B8534_HRB17128;;36;7;2024-05-24;10806275.0;1215128.0;1;Hamburg;20148;info@de.ey.com;;handelsregister_exakt
steep GmbH;R3201_HRB8533;STEEP;36;6;2023-12-19;450815.0;225408.0;0;Bonn;53121;cara.weiland@steep.de;;handelsregister_exakt
SoftwareONE Netherlands B.V.;VAT ID: NL801250857B01;SOFTWAREONE;35;1;2025-02-03;6997000000.0;77500000.0;0;Amsterdam;1043 BW;info@softwareone.com;https://www.softwareone.com;ted_nationalid
Cerner Health Services Deutschland GmbH;M1906_HRB28060;CERNER;35;9;2025-10-28;402026557.0;1372800.0;2;Berlin;13629;ausschreibungen_de@oracle.com;https://www.cerner.com/;handelsregister_exakt
Brief & mehr GmbH & Co. KG;R2706_HRA5341;BRIEFUNDMEHR;35;7;2022-11-22;129512342.0;629253.0;0;Münster;48155;ausschreibung@briefundmehr.de;;handelsregister_exakt
Fabasoft Deutschland GmbH;M1201_HRB52211;FABASOFT;35;10;2026-04-10;35387895.0;182350.0;0;Frankfurt am Main;60549;pmo@fabasoft.com;;handelsregister_exakt
PIK GmbH;B8537_HRB726213;PIK;35;7;2025-12-08;16285502.0;469454.0;0;Berlin;12105;vertrieb@pik.de;https://pik.de;handelsregister_exakt
SanData EDV-Systemhaus GmbH;D3310V_HRB5148;SANDATA;34;9;2026-03-17;214202255.0;362411.0;0;Nürnberg;90411;p.bartonik@sandata.de;;handelsregister_exakt
PricewaterhouseCoopers GmbH Wirtschaftsprüfungsgesellschaft;M1201_HRB107858;;34;8;2026-06-23;152046100.0;1000000.0;2;Frankfurt am Main;60327;de_zentrale-pwc-wpg@pwc.com;http://pwc.com;handelsregister_exakt
Speedpoint GmbH;M1103_HRB7805;SPEEDPOINT;34;9;2026-01-28;41172808.0;592264.0;0;Darmstadt;64295;info@speedpoint.de;;handelsregister_exakt
CCP Software GmbH;M1809_HRB1504;;34;11;2026-05-18;36300951.0;583409.0;1;Marburg;35037;dtheiss@ccpsoft.de;http://www.ccpsoft.de;handelsregister_exakt
x-tention Informationstechnologie GmbH;D2601V_HRB195327;X-TENTION;34;7;2026-02-25;18422472.0;1015208.0;0;Wels;4600;ausschreibung@x-tention.at;http://www.x-tention.at;handelsregister_exakt
Bechtle GmbH IT-Systemhaus Nürnberg;;BECHTLE;33;10;2025-09-18;102956620.0;3000000.0;1;Nürnberg;90429;maria.buzgau@bechtle.com;;nur_name
Postcon Konsolidierung GmbH;F1103R_HRB111093;POSTCON;33;7;2025-01-13;71558782.0;2395248.0;2;Ratingen;40878;Sarah.Jung@postcon.de;;handelsregister_exakt
Axians Networks & Solutions GmbH;R3306_HRB30805;AXIANS;33;11;2026-01-28;57987594.0;579902.0;0;Berlin;13507;christian.mammitzsch@axians.de;http://www.axians.de;handelsregister_exakt
INIT e.K.;B8535_HRA350719;INIT;33;11;2026-05-12;51778539.0;996788.0;1;Berlin;10997;bidoffice@init.de;https://www.initse.com;handelsregister_exakt
Ernst Kern GmbH;B1204_HRB260149;KERNDRUCK;33;11;2026-03-26;10598205.0;750914.0;0;Bensheim;64625;info.germany@kernworld.com;http://www.kerngmbh.de;handelsregister_exakt
Bechtle GmbH & Co. KG IT-Systemhaus Neckarsulm;;BECHTLE;32;9;2025-04-01;1055825411.0;28324640.0;0;Neckarsulm;74172;marcus.belt@bechtle.com;http://bechtle.com;nur_name
Colt Technology Services GmbH;M1201_HRB46123;COLT;32;11;2026-04-22;155434298.0;1318158.0;0;Frankfurt am Main;60322;stephan.becker@colt.net;https://www.colt.net/de/;handelsregister_exakt
BWPOST GmbH & Co. KG;B8534_HRA723785;BWPOST;32;11;2026-03-23;90505219.0;3511104.0;1;Stuttgart;70567;n.maier@bwpost.de;http://www.bwpost.net;handelsregister_exakt
Nortal GmbH;R1101_HRB84122;NORTAL;32;8;2026-01-07;50614926.0;1200000.0;3;Berlin;10719;ausschreibung@nortal.com;https://nortal.com/de/;handelsregister_exakt
Dubrau GmbH;W1215_HRB205986;DUBRAU-GMBH;32;9;2025-02-18;19080060.0;378569.0;2;Jeßnitz;06800;birgit.gessner@dubrau-gmbh.de;;handelsregister_exakt
innovative datensysteme GmbH indasys;B8534_HRB19846;INDASYS;32;9;2026-05-18;7734514.0;285597.0;0;Stuttgart;70499;vertrieb@indasys.de;http://www.indasys.de;handelsregister_exakt
Kassenärztliche Vereinigung Nordrhein;keine Angabe;;32;4;2026-06-01;5664477.0;360000.0;0;Dresden;01069;gross@hirschen.de;http://www.zeiss.com/digital-innovation;ted_nationalid
Meierhofer (Deutschland) GmbH;B8535_HRB335523;MEIERHOFER;32;6;2026-04-11;1055525.0;47820.0;0;München;81829;info@meierhofer.com;https://www.meierhofer.com/;handelsregister_exakt
Swiss IT Security Deutschland GmbH;;;31;4;2023-07-04;800183431.0;12671280.0;33;Wiesbaden;65187;ausschreibungen@sits-d.de;;nur_name
Arktis IT solutions GmbH;;ARKTIS-GMBH;31;3;2025-09-24;798741030.0;1350000.0;0;Berlin, Spandau;13581;ausschreibungen@arktis.net;;nur_name
GlasfaserPlus GmbH;DE338076384;GLASFASERPLUS;31;4;2026-04-24;364257184.0;3130714.0;0;Köln;51063;service@glasfaserplus.de;https://glasfaserplus.de/;ted_nationalid
IDV UG (haftungsbeschränkt);D2304V_HRB11917;;31;7;2026-02-24;139156338.0;6880800.0;1;München;80339;projects@idv-ag.de;http://www.idv-ag.de;handelsregister_exakt
Citipost Nordwest GmbH & Co. KG;P3210_HRA200078;CITIPOST-NORDWEST;31;10;2026-04-27;88770304.0;729066.0;0;Oldenburg;26125;info@citipost-nordwest.de;;handelsregister_exakt
Deutsche Telekom Security GmbH;;TELEKOM;31;6;2025-10-27;73152644.0;1223695.0;1;München;80335;nora.schneider@telekom.de;;nur_name
DAMOVO Deutschland GmbH & Co. KG;R1101_HRA14981;DAMOVO;31;9;2026-03-30;41969057.0;119306.0;2;Ismaning;85737;DE.MB.RFP.Germany@damovo.com;;handelsregister_exakt
Computacenter Aktiengesellschaft;R3306_HRB28384;COMPUTACENTER;31;10;2026-02-02;32450481.0;2540083.0;1;Hannover;30175;mailbox.it.niedersachsen@computacenter.com;;handelsregister_exakt
scitech it solutions GmbH;G1309_HRB6058;SCITECH-GMBH;31;9;2026-06-02;23514805.0;717800.0;0;Hennigsdorf;16761;office@scitech-gmbh.de;www.https://www.scitech-gmbh.de/;handelsregister_exakt
DATEC Netzwerke & Druckerlösungen GmbH;U1206_HRB16816;DATEC-GMBH;31;9;2025-03-17;21051578.0;698404.0;0;Heinsdorfergrund;08468;info@datec-gmbh.de;;handelsregister_exakt
H. Kreller GmbH;U1206_HRB9290;KRELLER-GMBH;31;9;2026-05-22;19586283.0;468000.0;0;Augustusburg;09573;c.wild@kreller-gmbh.de;https://kreller.de;handelsregister_exakt
msg services AG;D2601V_HRB185745;MSG;30;10;2026-05-11;278377128.0;759701.0;2;Ismaning;85737;marcus.woelm@msg.group;http://www.msg-services.de;handelsregister_exakt
microstaxx GmbH;;MICROSTAXX;30;9;2025-06-27;33576139.0;770911.0;2;München;81543;ausschreibung@microstaxx.de;;nur_name
Qvest GmbH;F1103R_HRB87472;QVESTMEDIA;30;5;2026-06-15;12700878.0;227831.0;0;Köln;50829;tender@qvestmedia.com;https://www.qvest.com/de/;handelsregister_exakt
SWS Computersysteme GmbH;D2803V_HRB3601;SWS;30;8;2023-07-11;11676447.0;343007.0;0;Regensburg;93059;vertrieb@sws.de;;handelsregister_exakt
Zehnbauer-IT GmbH;B8535_HRB709587;ZEHNBAUER-IT;30;8;2026-06-23;8229771.0;266678.0;0;Mannheim;68309;info@zehnbauer-it.de;http://www.zehnbauer-it.de;handelsregister_exakt
Gartner Deutschland GmbH;D2601V_HRB121174;GARTNER;30;8;2025-12-17;7140625.0;636624.0;0;München;81829;Basak.Akbayir@gartner.com;www.gartner.de;handelsregister_exakt
OfficeXpress GmbH;R1304_HRB7007;OFFICEXPRESS;30;8;2026-06-16;6474320.0;384507.0;0;Kamp-Lintfort;47475;andreas.wilms@officexpress.de;http://www.officexpress.de;handelsregister_exakt
GK Nachrichtentechnik GmbH;R2402_HRB27342;;30;6;2025-12-08;699831.0;93843.0;0;Haarbach;D-94542;brandl@gk-datentechnik.de;;handelsregister_exakt
CANCOM Public GmbH;;CANCOM;29;5;2024-12-09;987305840.0;5615100.0;0;Berlin;13409;mb.ausschreibungen@cancom.de;;nur_name
Deloitte GmbH Wirtschaftsprüfungsgesellschaft;D2601V_HRB83442;DELOITTE;29;8;2026-03-09;376564240.0;26334400.0;2;München;81669;ausschreibungen@deloitte.de;https://www2.deloitte.com/de/de.html;handelsregister_exakt
PIN GmbH;P3101_HRB203253;;29;8;2026-05-19;43532721.0;1103344.0;0;Berlin;10559;ausschreibungen@pin-ag.de;http://www.pin-ag.de;handelsregister_exakt
NECDIS GmbH;M1103_HRB7705;NECDIS;29;5;2023-03-20;29982571.0;595272.0;0;Kleinostheim;63801;ausschreibung@necdis.de;;handelsregister_exakt
druckerfachmann.de AG;F1103R_HRB98183;DRUCKERFACHMANN;29;10;2026-06-16;27644219.0;1208145.0;1;Berlin;12524;kundenservicekundenservice@druckerfachmann.de;https://www.druckerfachmann.de;handelsregister_exakt
operational services GmbH & Co. KG;M1201_HRA42500;;29;9;2026-04-23;22488451.0;3500000.0;1;Frankfurt am Main;60549;gisbert.edelmann@o-s.de;http://www.o-s.de;handelsregister_exakt
Visunext International GmbH & Co. KG;;VISUNEXTGROUP;29;3;2022-11-09;12318794.0;326088.0;1;Emsdetten;48282;info@visunext.de;;nur_name
Fujitsu Services GmbH;R1101_HRB29025;FUJITSU;29;2;2023-12-20;9742487.0;269280.0;2;München;80807;sylvia.neumann@fujitsu.com;;handelsregister_exakt
KAUT-BULLINGER Office + Solution GmbH;D2601V_HRB158451;KAUTBULLINGER;29;8;2023-11-23;6449605.0;390651.0;0;Taufkirchen;82024;angebotswesen@kautbullinger.de;;handelsregister_exakt
Motorola Solutions Germany GmbH;M1906_HRB16024;MOTOROLASOLUTIONS;28;9;2026-03-23;47298427.0;873778.0;0;Berlin;10785;k.drossel@motorolasolutions.com;;handelsregister_exakt
The MathWorks GmbH;R3101_HRB8082;MATHWORKS;28;11;2026-04-01;41417901.0;415074.0;0;München;81673;info@mathworks.de;;handelsregister_exakt
eurofunk Kappacher GmbH Deutschland;D2910V_HRB3342;EUROFUNK;28;9;2025-10-30;26219069.0;718415.0;0;Ainring;83404;office@eurofunk.com;;handelsregister_exakt
EDV Systemhaus Arno Kindler;;ARNO-KINDLER;28;4;2022-07-04;4849864.0;96588.0;0;Warendorf;48231;info@arno-kindler.eu;;nur_name
URANO Informationssysteme GmbH;T2101V_HRB3363;URANO;27;9;2026-03-11;277380584.0;2128896.0;0;Bad Kreuznach;55543;ausschreibung@urano.de;;handelsregister_exakt
Materna GmbH;;MATERNA;27;8;2023-08-28;125657565.0;1278763.0;0;Dortmund;44141;bc-gov-presales@materna.de;;nur_name
Bechtle IT-Systemhaus Weimar GmbH;;BECHTLE;27;7;2023-07-18;66528556.0;616612.0;0;Weimar;99428;Weimar@bechtle.com;;nur_name
Tusk GmbH;B8534_HRB271561;;27;7;2026-04-09;39861886.0;2056300.0;0;Backnang;71522;simon.schreiber@telent.de;https://www.telent.de/de/;handelsregister_exakt
CGM Clinical Europe GmbH;;CGM;27;5;2024-10-23;13161121.0;288471.0;0;Koblenz;56070;ausschreibungen.medico.de@cgm.com;;nur_name
Heinrich Wietholt GmbH & Co Kommanditgesellschaft;R2507_R2502_HRA715;IETHOLT;27;8;2025-10-21;11618385.0;523840.0;0;Velen;46342;c.schlattmann@wietholt.de;http://wietholt.de;handelsregister_exakt
Philips GmbH;K1101R_HRB74560;PHILIPS;27;6;2025-12-19;7411335.0;486516.0;1;Hamburg;22335;info_ausschreibung@philips.com;;handelsregister_exakt
Setcor d.o.o.;HR69149293370;SETCOR;26;1;2025-02-03;3808000000.0;55000000.0;0;Jastrebarsko;10450 Jastrebarsko;info@setcor.com;https://www.setcor.com;ted_nationalid
Connect Com GmbH;B8534_HRB733700;CONNECTCOM;26;6;2022-08-03;221796705.0;1318904.0;0;Nürtingen;72622;info@connectcom.de;;handelsregister_exakt
CITIPOST GmbH;P2305_HRB56107;CITIPOST;26;11;2026-05-18;161320893.0;5153409.0;0;Hannover;30179;b.pickert@citipost.de;http://www.citipost.de;handelsregister_exakt
SVA SystemVertrieb Alexander GmbH;;SVA;26;9;2026-04-30;67593184.0;891420.0;1;Wiesbaden;65205;thomas.blum@sva.de;;nur_name
Isfort GmbH;R2503_HRB3678;ISFORT;26;6;2025-12-12;62176738.0;3813535.0;0;Münster;48161;olaf.isfort@isfort.ms;http://www.isfort.ms;handelsregister_exakt
KST Moschkau GmbH;R3103_HRB1629;KST-MOSCHKAU;26;6;2024-10-23;9911454.0;346973.0;0;Kreuzau;52372;Axel.Moschkau@kst-moschkau.eu;;handelsregister_exakt
Kieback & Peter GmbH & Co. KG;F1103R_HRA9371;KIEBACK-PETER;26;11;2026-04-07;5343587.0;161499.0;0;Rostock;18107;e-vergabe@kieback-peter.de;;handelsregister_exakt
AOK Systems GmbH;R3201_HRB17142;;26;6;2026-04-20;1428912.0;580800.0;0;Bonn;53177;;;handelsregister_exakt
Samedi GmbH;F1103R_HRB112862;SAMEDI;26;8;2026-04-16;842636.0;215001.0;0;Berlin;10247;ausschreibung@samedi.de;www.samedi.com;handelsregister_exakt
DCON Software & Service Aktiengesellschaft;T3201V_HRB2872;DCON;26;5;2023-03-28;;;0;Kaiserslautern;67657;jana.schreiner@dcon.de;;handelsregister_exakt
Vision Consulting GmbH & Co.KG;B8534_HRA13026;;25;10;2026-04-13;80769955.0;788480.0;0;Berlin;10117;vertrieb@vc-g.de;;handelsregister_exakt
Bechtle ÖA direct GmbH;B8534_HRB725420;BECHTLE-COMSOFT;25;9;2026-05-26;52771329.0;477680.0;0;Neckarsulm;74172;ausschreibungen@bechtle-comsoft.de;http://www.https://www.bechtle.com;handelsregister_exakt
TechniData IT-Service GmbH;B1204_HRB581739;ITS-TECHNIDATA;25;8;2026-03-30;24596877.0;300000.0;0;Markdorf;88677;vertrieb@its-technidata.de;;handelsregister_exakt
Sinus-Nachrichtentechnik GmbH;X1721R_HRB10503HL;SINUS-NT;25;9;2026-05-04;22763689.0;824781.0;0;Barsbüttel;22885;ausschreibungen@sinus-nt.de;http://www.sinus-nt.de;handelsregister_exakt
McWERK GmbH;;;25;3;2023-09-14;15635983.0;325842.0;0;Wien;1040;michael.doeltl@acp.at;;nur_name
Dräger Medical Deutschland GmbH;X1721R_HRB4310HL;;25;8;2026-06-08;15011479.0;582958.0;1;Lübeck;23558;ausschreibungen@draeger.com;http://www.draeger.com;handelsregister_exakt
SELECTRIC Nachrichten-Systeme GmbH;R2713_HRB1264;SELECTRIC;25;9;2025-06-17;12767080.0;412800.0;0;Münster;48155;info@selectric.de;https://www.selectric.de/;handelsregister_exakt
ARKTIS IT solutions GmbH;DE136763061;ARKTIS-GMBH;25;5;2026-06-29;11885583.0;247205.0;0;Berlin;13581;ausschreibungen@arktis-gmbh.de;http://arktis-gmbh.de;ted_nationalid
Streit Service & Solution GmbH & Co. KG;B1204_HRA680803;STREIT;25;10;2026-01-23;7685398.0;349437.0;0;Gengenbach;77723;Ausschreibungen@streit.de;;handelsregister_exakt
ACS Group GmbH;DE192860620;ACSGROUP;25;4;2026-05-18;6523465.0;227787.0;0;Ottobrunn;85521;ausschreibung@acsgroup.de;http://acsgroup.de;ted_nationalid
primeLine Solutions GmbH;R2108_HRB12146;PRIMELINE;25;5;2025-12-15;5595760.0;220385.0;0;Bad Oeynhausen;32549;vertrieb@primeline.org;;handelsregister_exakt
AVENCY GmbH;R2713_HRB8642;AVENCY;25;9;2026-06-10;4830996.0;258595.0;0;Ostbevern;48346;nihat.erk@avency.de;https://www.avency.de/;handelsregister_exakt
SCOPELAND Technology GmbH;F1103R_HRB176787;SCOPELAND;25;10;2026-06-03;2801189.0;357000.0;0;Berlin;13469;sales@shodan.de;https://www.scopeland.de/;handelsregister_exakt
Citipost OWL GmbH & Co. KG;;CITIPOST-OWL;24;8;2025-04-25;179237059.0;805936.0;0;Bielefeld;33689;ausschreibungen@citipost-owl.de;https://citipost-owl.de/;nur_name
Deutsche Post E-POST Solutions GmbH;R3201_HRB15076;DEUTSCHEPOST;24;9;2026-05-21;47297735.0;982712.0;0;Bonn;53113;dpeps.anfragen.oms@deutschepost.de;https://www.deutschepost.de/de/e/epost-solutions.html;handelsregister_exakt
con terra GmbH;;CONTERRA;24;10;2025-09-16;41601766.0;1742145.0;2;Münster;48155;salessupport@conterra.de;;nur_name
Mach GmbH;B8534_HRB728176;MACH;24;11;2026-03-20;35329077.0;436306.0;0;Lübeck;23558;MAILBOX@MACH.DE;;handelsregister_exakt
IT-Haus GmbH;;IT-HAUS;24;9;2025-12-11;34994154.0;512700.0;0;Föhren;54343;menthofer@it-haus.com;;nur_name
Bechtle Nürnberg IT-Systemhaus GmbH;;BECHTLE;24;7;2024-03-15;31844150.0;479732.0;0;Nürnberg;90429;fabian.scholz@bechtle.com;;nur_name
ICM GmbH;B1204_HRB620171;;24;10;2026-05-12;27355213.0;675754.0;0;Hamburg;22419;vertrieb@mcs.de;;handelsregister_exakt
e-Company Consultants IT Beratung AG;F1103R_HRB80310;ECOMPANY;24;9;2025-12-11;20887380.0;274772.0;0;Berlin;14052;ausschreibungen@ecompany.ag;http://www.ecompany.ag;handelsregister_exakt
BELLGARDT Medientechnik Vertriebs-GmbH;B8537_HRB631853;BELLGARDT;24;6;2024-08-02;14206498.0;389780.0;0;Meckenbeuren;88074;v.ford@bellgardt.de;;handelsregister_exakt
Kramer & Crew GmbH;R3306_HRB23180;KRAMERUNDCREW;24;8;2026-06-23;9191355.0;416750.0;0;Köln;50933;vgerecke@kramerundcrew.de;http://kramerundcrew.de;handelsregister_exakt
iMDsoft GmbH;R1101_HRB70357;;24;6;2025-02-10;4067500.0;714861.0;1;Düsseldorf;40549;sales-de@imd-soft.com;https://www.imd-softde.de/;handelsregister_exakt
ISEC7 GmbH;K1101R_HRB97570;ISEC7;24;9;2025-12-11;3162676.0;295906.0;0;Hamburg;21079;sales@isec7.com;http://isec7.com;handelsregister_exakt
SDEV GmbH;;SDEV;24;3;2023-06-11;680800.0;340400.0;0;Niederkassel;53859;mbuecher@sdev.de;;nur_name
Deutschepost Inhaus GmbH;DE813183488;DEUTSCHEPOST;24;2;2025-12-17;;;0;Bonn;53113;DPIHS.Ausschreibung.Management@deutschepost.de;;ted_nationalid
Ernst & Young GmbH;B8534_HRB16595;;23;7;2025-05-06;1848353718.0;60000000.0;0;Stuttgart;70629;pursuits.gps@de.ey.com;;handelsregister_exakt
HiSolutions AG;F1103R_HRB80155;HISOLUTIONS;23;8;2026-06-22;328046400.0;22200000.0;9;Berlin;12163;ausschreibungen@hisolutions.com;http://www.hisolutions.com;handelsregister_exakt
itiso GmbH;K1101R_HRB96090;ITISO;23;9;2026-03-24;33025131.0;692288.0;0;Hamburg;22335;administration@itiso.de;;handelsregister_exakt
avodaq AG;D2601V_HRB136037;AVODAQ;23;9;2026-05-18;30536880.0;840000.0;0;Hamburg;20097;Dummy-eMail-eVergabe@fb.hamburg.de;http://avodaq.com;handelsregister_exakt
akquinet AG;K1101R_HRB86080;AKQUINET;23;9;2025-04-30;17951773.0;8288000.0;5;Berlin;10783;heinz.wilming@akquinet.de;https://akquinet.com/;handelsregister_exakt
NTT Germany AG & Co. KG;DE201122480;;23;4;2026-02-02;15613026.0;908813.0;0;Bad Homburg;61352;de.bid@global.ntt;https://hello.global.ntt/de-de;ted_nationalid
Logicalis GmbH;M1114_HRB10616;LOGICALIS;23;9;2025-08-01;9769831.0;585000.0;0;Neu Isenburg;63263;marion.droessler@logicalis.de;;handelsregister_exakt
Agelero IT-Systeme Erding e.K.;D2601V_HRA101381;AGELERO;23;4;2023-10-19;8742616.0;244897.0;0;Erding;85435;edu@agelero.de;;handelsregister_exakt
Heldele GmbH;B1204_HRB580678;HELDELE;23;9;2025-02-25;8074100.0;387515.0;0;Salach;73084;evergabe@heldele.de;;handelsregister_exakt
ShelterRock Investments GmbH;B8535_HRB704241;;23;8;2025-04-10;5688265.0;2324415.0;6;Mannheim;68163;alexander.arndt@etengo.de;https://www.etengo.de/;handelsregister_exakt
Unify Communications and Collaboration GmbH & Co. KG;D2601V_HRA106067;;23;10;2026-01-09;5242592.0;425518.0;0;Stuttgart;70499;ANDREAS.FUNK@ATOS.NET;https://unify.com/de/;handelsregister_exakt
IMTB Consulting GmbH;F1103R_HRB103318;IMTB;22;7;2025-04-28;446667415.0;40000000.0;3;Berlin;10117;info@imtb.de;http://imtb.de;handelsregister_exakt
Antalis GmbH;R3306_HRB32654;ANTALIS;22;10;2026-05-18;53881907.0;4120000.0;0;Frechen;50226;arno.viertel@antalis.com;https://www.antalis.de;handelsregister_exakt
T-Systems Information Services GmbH;;T-SYSTEMS;22;6;2024-01-25;39883053.0;406830.0;0;Berlin;10587;FMB-IFS-INFO@t-systems.com;;nur_name
Nordbrief GmbH;N1206V_HRB10192;NORDBRIEF-OSTSEE;22;10;2025-09-15;26783674.0;317241.0;0;Lübeck;23556;ausschreibungen@nordbrief-ostsee.de;http://www.nordbrief-ostsee.de;handelsregister_exakt
RIB Software AG;B8534_HRB20490;RIB-SOFTWARE;22;9;2026-04-22;24814094.0;915228.0;0;Berlin;10365;andrea.mebert@rib-software.com;www.rib-software.com;handelsregister_exakt
Xevit GmbH;B8535_HRB362496;XEVIT;22;8;2023-05-10;21764119.0;338179.0;0;Ettlingen;76275;patrick.mangler@xevit.com;;handelsregister_exakt
Compu-House GmbH;D4401V_HRB3101;COMPU-HOUSE;22;6;2024-05-13;17198818.0;265500.0;0;Weismain;96260;info@compu-house.de;;handelsregister_exakt
disy Informationssysteme GmbH;B8535_HRB107964;DISY;22;10;2026-04-28;16824164.0;801800.0;0;Karlsruhe;76131;ausschreibungsdienste@disy.net;www.disy.net;handelsregister_exakt
TRADEX SYSTEMS Sp. z o.o. (GmbH);;TRADEX;22;6;2023-03-10;10882876.0;409370.0;0;Warschau;PL-02372;biuro@tradex.pl;;nur_name
