Code;Art;Kriterium;Hauptgruppe;Gruppe;Gewichtung;Gewicht Gruppe;Gewicht Hauptgruppe;Prozent
A.1.1.3;Ausschluss;Paneltyp IPS (In-Plane Switching) oder VA (Vertical Alignment);1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.4;Ausschluss;Native Auflösung 1920 x 1080 bei ≥ 100 Hz;1. Technische Anforderungen;1.1 Eigenschaften;;;;
B.1.1.5;Bewertung;Bildwiederholfrequenz ≥ 120 Hz;1. Technische Anforderungen;1.1 Eigenschaften;20,0;;;
A.1.1.6;Ausschluss;Seitenverhältnis 16:9;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.7;Ausschluss;Farbskala ≥ 99 % sRGB;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.8;Ausschluss;Farbtiefe ≥ 16.7 Millionen Farben;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.9;Ausschluss;"Das Display erfüllt die ergonomischen Eigenschaften nach der EN ISO 9241 und hält mindestens Pixelfehlerklasse 1 ein.
Nachweis: Herstellererklärung und der Bieter legt spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht vor.";1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.10;Ausschluss;Reaktionszeit (Grau zu Grau) max. 5 ms;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.11;Ausschluss;Kontrast (Standard) min. 1000:1;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.12;Ausschluss;Helligkeit (Standard) min. 250 cd/m²;1. Technische Anforderungen;1.1 Eigenschaften;;;;
B.1.1.13;Bewertung;Helligkeit (Standard) ≥ 300 cd/m²;1. Technische Anforderungen;1.1 Eigenschaften;20,0;;;
A.1.1.14;Ausschluss;Blickwinkel (horizontal x vertikal) von min. 178° x 178°;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.15;Ausschluss;Höhenverstellbar mind. 100 mm;1. Technische Anforderungen;1.1 Eigenschaften;;;;
B.1.1.16;Bewertung;Höhenverstellbar ≥ 150 mm;1. Technische Anforderungen;1.1 Eigenschaften;20,0;;;
A.1.1.17;Ausschluss;Neigbar -5° ≥ 20°;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.18;Ausschluss;Drehbar vom Querformat ins Hochformat (Pivotfunktion);1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.19;Ausschluss;Vesa-Halterung nach Standard MIS-D (100 mm);1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.20;Ausschluss;Ein- und Ausschalter, durch dessen Betätigung das Gerät min. in den Schein-Aus-Zustand versetzt werden kann;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.21;Ausschluss;Netzteil in Monitorgehäuse integriert;1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.22;Ausschluss;Gehäuse mit Vorrichtung zur Diebstahlsicherung (Kensington oder vergleichbar);1. Technische Anforderungen;1.1 Eigenschaften;;;;
A.1.1.23;Ausschluss;Herstellereigene optionale Soundbar erhältlich, Alternativ Lautsprecher integriert;1. Technische Anforderungen;1.1 Eigenschaften;;;;
B.1.1.24;Bewertung;Optional Monitor ohne Fuß lieferbar - Minderpreis im Preisblatt angeben;1. Technische Anforderungen;1.1 Eigenschaften;20,0;;;
B.1.1.25;Bewertung;"Optional Hersteller eigener Monitorfuß zur Befestigung des Micro PC ""D"" lieferbar -";1. Technische Anforderungen;1.1 Eigenschaften;20,0;;;
A.1.2.1;Ausschluss;DisplayPort mind. 1.2, inkl. Anschlusskabel im Lieferumfang;1. Technische Anforderungen;1.2 Anschlüsse;;;;
A.1.2.2;Ausschluss;HDMI mind. 1.4;1. Technische Anforderungen;1.2 Anschlüsse;;;;
A.1.2.3;Ausschluss;Integrierter USB-Hub mit min. 5GBit/s 4 Downstream-Anschlüssen  (davon mind. 1x USB-C);1. Technische Anforderungen;1.2 Anschlüsse;;;;
A.1.3.1;Ausschluss;Neugeräte aus Serienproduktion;1. Technische Anforderungen;1.3 Allgemeine Anforderungen;;;;
A.2.1.1;Ausschluss;Energiemanagement: Display Power Management System VESA DPMS oder vergleichbar;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.2;Ausschluss;Energiemanagement: Der Stand-By Zustand (Bereitschaftsmodus/Sleep-Mode) wird nach spätestens 30 Minuten Inaktivität automatisch hergestellt;2. Zusätzliche Leistungen;2.1 Management;;;;
B.2.1.3;Bewertung;Service-Identifikationsnr. ist im OSD hinterlegt, und per WMI auslesbar;2. Zusätzliche Leistungen;2.1 Management;10,0;;;
B.2.1.4;Bewertung;Firmwareupdate durch den Auftraggeber möglich;2. Zusätzliche Leistungen;2.1 Management;10,0;;;
B.2.1.5;Bewertung;"Kostenfreie Management Software, Softwarefunktionalität:
 • mind. lauffähig unter Win11
 • Kompatibel zu allen ausgeschriebenen Monitoren
 • Skriptunterstützung für den Rollout von Einstellungen.
 • Grundeinstellungen: Helligkeit & Kontrast; Auto-Restore
 • KVM-Verwaltung  
 • Multi-Display-Unterstützung
 • Möglichkeit zur Zonierung des Bildschirminhaltes / Feste Skalierung von Anwendungsfenstern ";2. Zusätzliche Leistungen;2.1 Management;20,0;;;
A.3.1.1;Ausschluss;"Das Gerät erfüllt vollständig die  Anforderungen des aktuellen Energy Star Version 8.x für Computerbildschirme (EU-Richtlinie 2009/789/EG Anhang C Teil II).*
Nachweise: Herstellererklärung und der Bieter verpflichtet sich spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht oder Dokument gemäß Testvorschrift des aktuellen Energy Star oder ein Dokument, das folgende Angaben enthält, vo";3. Qualität/ Sicherheit/ Umwelt;3.1 Energieverbrauch;;;;
